date,"afraid
"
2020-01-01,55
2020-01-02,50
2020-01-03,47
2020-01-04,54
2020-01-05,52
2020-01-06,48
2020-01-07,50
2020-01-08,51
2020-01-09,43
2020-01-10,31
2020-01-11,44
2020-01-12,37
2020-01-13,42
2020-01-14,48
2020-01-15,51
2020-01-16,51
2020-01-17,52
2020-01-18,47
2020-01-19,57
2020-01-20,51
2020-01-21,43
2020-01-22,49
2020-01-23,55
2020-01-24,43
2020-01-25,45
2020-01-26,49
2020-01-27,54
2020-01-28,58
2020-01-29,52
2020-01-30,42
2020-01-31,41
2020-02-01,56
2020-02-02,56
2020-02-03,56
2020-02-04,63
2020-02-05,43
2020-02-06,51
2020-02-07,52
2020-02-08,55
2020-02-09,59
2020-02-10,67
2020-02-11,38
2020-02-12,61
2020-02-13,63
2020-02-14,57
2020-02-15,47
2020-02-16,64
2020-02-17,67
2020-02-18,56
2020-02-19,59
2020-02-20,62
2020-02-21,57
2020-02-22,63
2020-02-23,73
2020-02-24,56
2020-02-25,69
2020-02-26,75
2020-02-27,66
2020-02-28,63
2020-02-29,71
2020-03-01,71
2020-03-02,52
2020-03-03,70
2020-03-04,84
2020-03-05,83
2020-03-06,66
2020-03-07,70
2020-03-08,71
2020-03-09,75
2020-03-10,80
2020-03-11,70
2020-03-12,66
2020-03-13,58
2020-03-14,45
2020-03-15,68
2020-03-16,66
2020-03-17,59
2020-03-18,69
2020-03-19,63
2020-03-20,59
2020-03-21,80
2020-03-22,81
2020-03-23,76
2020-03-24,78
2020-03-25,65
2020-03-26,68
2020-03-27,72
2020-03-28,63
2020-03-29,84
2020-03-30,72
2020-03-31,95
2020-04-01,67
2020-04-02,73
2020-04-03,83
2020-04-04,81
2020-04-05,94
2020-04-06,73
2020-04-07,63
2020-04-08,81
2020-04-09,89
2020-04-10,78
2020-04-11,98
2020-04-12,71
2020-04-13,72
2020-04-14,78
2020-04-15,72
2020-04-16,83
2020-04-17,83
2020-04-18,72
2020-04-19,72
2020-04-20,93
2020-04-21,80
2020-04-22,79
2020-04-23,92
2020-04-24,72
2020-04-25,76
2020-04-26,73
2020-04-27,73
2020-04-28,82
2020-04-29,73
2020-04-30,79
2020-05-01,70
2020-05-02,98
2020-05-03,84
2020-05-04,87
2020-05-05,85
2020-05-06,75
2020-05-07,86
2020-05-08,84
2020-05-09,80
2020-05-10,80
2020-05-11,95
2020-05-12,79
2020-05-13,81
2020-05-14,86
2020-05-15,93
2020-05-16,83
2020-05-17,59
2020-05-18,76
2020-05-19,90
2020-05-20,95
2020-05-21,72
2020-05-22,83
2020-05-23,99
2020-05-24,63
2020-05-25,73
2020-05-26,83
2020-05-27,73
2020-05-28,85
2020-05-29,90
2020-05-30,100
2020-05-31,86
