,url,title,date,text,Covid
0,https://www.straitstimes.com/singapore/covid-19-pandemic-brought-womens-mental-health-needs-to-the-forefront-muslim-womens,Covid-19 pandemic brought women's mental health needs to the forefront: Muslim women's association,"Jun 05, 2021","SINGAPORE - Faced with the overwhelming challenges of work and family commitments in the past year and a half, more women sought help to deal with mental health issues.Following the circuit breaker period from April to June 2020, the Singapore Muslim Women's Association (PPIS) saw an increase in clients seeking mental health support at their social service centres and Sym Academy, a practice academy specialising in family-focused work, PPIS president Hazlina Abdul Halim told The Straits Times.In response to queries, PPIS said the pandemic brought relationship concerns to the forefront, with family members confined to the same space for extended periods, especially during the circuit breaker.This led to women approaching PPIS with mental health or marital and familial relationship concerns, seeking alternative ways to manage challenges with relationships.Madam Hazlina said: ""I hope women know they are not alone in facing mental health issues, and they need not be afraid to ask for help because there is help available.""At its annual Harmony Raya celebration on Saturday (June 5), PPIS invited speakers of Muslim, Buddhist and Baha'i faiths to share their views on mental well-being and mindfulness during the pandemic.A Straits Times survey of 1,000 people in March found that one in three people felt his or her mental well-being had worsened since the circuit breaker.Minister of State for Education and Social and Family Development Sun Xueling, who officiated the virtual event, said while many people had experienced greater emotional, psychological and financial distress while navigating the pandemic, women were disproportionately affected.Madam Hazlina said women juggled important roles throughout society that call for a need to support their mental health.""A substantial number of women work full-time while balancing caregiving duties and other household responsibilities,"" she said in her opening remarks at the event.""The already difficult act of juggling multiple roles is exacerbated during Covid-19, with many needing time to adjust to working from home and home-based learning.""But there has been a silver lining - the increased awareness of the importance of mental health.Madam Hazlina said: ""Never have we seen mental wellness come to the fore as it has right now.""To support the increased need, PPIS offers services available to all families. Its Sym Academy offers therapy services for women and their families, and its Workspace Online programme provides live video calls with a therapist for employees in the same workplace.In addition, Ms Sun cited government resources available for Singaporeans under stress, such as the National Care Hotline, set up during the pandemic by the Ministry of Social and Family Development with the support of the Ministry of Health.Other government-supported helplines include those run by the Samaritans of Singapore and Institute of Mental Health.Ms Sun also touched on other needs of women.With studies showing the local prevalence of maternal depression at 7 per cent during pregnancy and 10 per cent three months after childbirth, it was important to raise awareness of the issue and look into how screening may be implemented to detect problems early.The Government has also enhanced leave schemes over the years to encourage men to play a greater role in childcare.",True
1,https://www.straitstimes.com/singapore/mental-wellness-an-important-issue-amid-covid-19-pandemic-shanmugam,Mental wellness an important issue amid Covid-19 pandemic: Shanmugam,"May 01, 2021","SINGAPORE - With lockdowns sparked by Covid-19 imposing severe constraints on people globally, mental wellness has been an important issue and will be even more so going forward, said Home Affairs and Law Minister K. Shanmugam on Saturday (May 1).In Singapore, there are different facets to the issue, given the urban environment, the hectic lifestyle, as well as an ageing population.""It is something that all of us have to actively get involved in,"" said Mr Shanmugam, who joined the board members of charity Caregivers Alliance Limited (CAL) on a short walk at the Botanic Gardens with several canine companions.The walk is part of a larger campaign by CAL to raise awareness about mental health and the challenges faced by caregivers of people with mental health issues. It also aims to raise funds for CAL, which provides free training programmes for these caregivers.The donations will allow the charity to continue providing much needed support to caregivers and help to expand several new programmes, including courses for younger caregivers and caregivers of people with dementia.CAL's head of communications, Ms Tricia Lee, told The Straits Times: ""We have definitely seen an increase in the demand for the courses. Among our caregivers, more people have also been experiencing crises at home.""A survey of 1,000 people commissioned by ST in March found that one in three people felt his or her mental well-being had worsened since the eight-week circuit breaker period a year ago.Suicide prevention agency Samaritans of Singapore (SOS) received 39,492 suicide and crisis-related calls last year, an increase of 18 per cent from 33,387 in 2019.On the effect that the coronavirus has had on mental health, Mr Shanmugam said: ""People are social beings and when you can't socialise as much as you did (before), it does impact some people a little bit more.""More broadly, younger people here face daily stresses, whether in school or at work, he said. Meanwhile, older people are living longer and could face dementia-related issues.Mr Shanmugam added: ""Many of us will know people in our family, somebody (who) has a problem... I think as a society, we need to do more.""Launched on April 5, CAL's campaign, called Walk for Mental Wellness, ends on May 16, but donations are open until June 30.The campaign has already exceeded its $250,000 target, which will be matched dollar-for-dollar by the Government.Based on the idea of ""You Donate, They Walk"", mental wellness champions including Speaker of Parliament Tan Chuan-Jin, MP Murali Pillai, former Nominated MP Anthea Ong and Khoo Teck Puat Hospital chief executive Chua Hong Choon, have been roped in for the campaign. They will need to walk or run 1km for every $100 raised, and have four weeks - between April 17 and May 16 - to complete their walk or run.Donors can track their champion's progress on the campaign's website.There is also a social media challenge. Members of the public can donate to CAL, walk 1km, and then nominate a friend to do the same by using the hashtag #W4MWChallenge.The campaign has raised $288,461 and clocked 2,884km so far.",True
2,https://www.straitstimes.com/singapore/health/over-71600-in-singapore-have-psychotic-disorders-says-study,"About 71,600 in S'pore have psychotic disorders, says study","May 21, 2021","SINGAPORE - Like many others her age, Ms Michelle Lai enjoys baking, hiking, drawing and doing barre, a workout that incorporates elements of ballet, yoga and pilates.She hangs out with friends and volunteers regularly, giving talks on mental health.The 30-year-old is living proof of what a diagnosis, medications and therapy can do for someone with a mental health condition.Ms Lai has a schizoaffective disorder, and up till just three years ago, used to experience things that were not there.""When I'm unwell I hear voices, see things people can't see, smell smells that people can't smell, and feel people punching or pinching me. Sometimes, my mouth will have a bitter taste too,"" she told The Straits Times.And she is not alone in her experience. Results from the 2016 Singapore Mental Health Study, released by the Institute of Mental Health (IMH) on Friday (May 21), found that one in 43 of those aged 18 and up here has had a psychotic disorder in their lifetime.This translates to about 71,600 people.The study was conducted on 6,126 participants, representing the population, between 2016 and 2018 in collaboration with the Ministry of Health (MOH) and Nanyang Technological University. It was funded by MOH and Temasek FoundationIt is the first nationwide study to examine the prevalence of psychotic disorders in the Singapore resident population aged 18 years and above, the factors associated with such disorders and the treatment gap for the disorders.Psychotic disorders may involve one or more of the following:- Delusions, which are the fixed belief in something that is not true.- Hallucinations, which are sensations that are not real, such as seeing things that are not there.- Disorganised thoughts, making a person's speech difficult to follow with no logical connection.- Abnormal motor behaviour, which includes inappropriate or bizarre postures, or a complete lack of response to instructions.
Ms Michelle Lai started manifesting symptoms of a psychotic disorder around the age of 18. ST PHOTO: ONG WEE JIN
The most common psychotic disorder in Singapore was schizophrenia, with about one in 116 - or 26,800 people - having been diagnosed with it at some point in their lives.This condition comes with a wide array of symptoms, including hallucinations, delusions, disorganised behaviour, social withdrawal and attention impairment.The study found that the average age of onset of psychotic disorders here was 23.1 years, and that those with such conditions were 4.3 times more likely to be unemployed - although the researchers could not say for sure that this was directly caused by their condition.At least 80.4 per cent of those with such conditions had sought help for their symptoms.Professor Chong Siow Ann, senior consultant at the Research Division and Department of Psychosis at IMH and principal investigator of the study, said that while psychotic disorders are not as common as other mental health conditions, the extent of impairment and disabilities - including death - caused by psychotic disorders can be considerably greater.""The publication of this study is a timely reminder as we commemorate World Schizophrenia Day on May 24 that early detection and intervention can make a big difference in relieving the distress and suffering of the tens of thousands of people afflicted, and (who) will be afflicted, with these disorders,"" he added.For those living with a psychotic disorder, the experience can be very distressing.Marilyn (not her real name) was 20 years old when she began experiencing symptoms of schizoaffective disorder.Those with this condition have symptoms of schizophrenia as well as a mood disorder, such as depression or bipolar disorder.Now 30, the housewife told ST that her rush of thoughts used to keep her up for days.She said: ""My mind tried to link things that were not connected - it'd affect my thinking, so I couldn't speak properly, I couldn't have a proper conversation with my family.""When I watched TV, I'd think that it was talking about me and my family, and that could mean that something bad may happen to my family members. So I got very scared and worried, and my thoughts would run wild.""Ms Lai, who is currently unemployed, and started manifesting symptoms of a psychotic disorder around the age of 18, had similar experiences in the past.She said: ""I thought that people were looking at me from the HDB block opposite, and when I went out I thought that people were pointing at me.""I wanted to dash across the road - the voices (in my head) were saying that the cars would not hit me, and I was running away from something.""The lack of understanding of mental health conditions made it even harder to cope, said Ms Lai.""When I was having symptoms of depression, I didn't know what was going on. People thought I had an attitude problem… some teachers even said I was wasting space in the school,"" she said, adding that she did not even know she had a mental health condition at that time.Dr Charmaine Tang, chief of the Department of Psychosis at IMH, said early intervention is key to helping those with psychotic disorders cope with their conditions.""While schizophrenia and psychotic disorders are serious and chronic conditions, medications and psychosocial therapy can help people manage these conditions, recover and lead normal, fulfilling lives,"" she said.She added that when a person is more stable, individual and family therapy, social skills training, vocational rehabilitation and supported employment, as well as the support of family and friends, play a big role too.Ms Lai now takes a monthly injection to manage her symptoms, and has been largely symptom-free for the last three to four years apart from periodic bouts of depression, which she is able to manage on her own.Up till recently she worked in the special needs sector and as a peer support specialist, drawing on her own experiences to support those with mental health conditions.Marilyn experienced a total of three psychotic breaks from 2010 till now, and was admitted to IMH for a short period of time on each occasion.But with the help of medical support, she has managed to lead a relatively normal life, working as an accountant for seven years, getting married in 2017, and recently becoming a mother to a one-year-old child.Ms Lai said it has been heartening to see a general increase in mental health awareness in Singapore in recent years.However, both she and Marilyn noted that there are still misconceptions surrounding psychotic disorders.Ms Lai said that people tend to think someone with schizoaffective disorder has multiple personalities - which is incorrect - or is dangerous.""From my experience, people with this condition are more likely to be harmed than harm people,"" she said, adding that she hopes to see greater efforts in mental health education and more opportunities for people with mental health issues to integrate into society.Such harm may take the form of discrimination when applying for jobs or to schools, leading them to miss out on opportunities in life.This in turn perpetuates stigma about those with mental health conditions, said Ms Lai.Marilyn said: ""A lot of times, people think that those with this condition cannot be cured, and it's the end for them. They also think it means they have to stay in hospital on a long-term basis.""But she added that her experience shows this is not the case.She said: ""We can lead a normal life as well with proper medication and intervention.""Stigma against those with mental health conditions still exists in Singapore. I hope that people here can learn more about these conditions and reduce this stigma, because we are able to lead normal lives - we're not crazy people.""",True
3,https://www.straitstimes.com/life/entertainment/film-picks-singapore-mental-health-film-festival-stray-about-time,"Film Picks: Singapore Mental Health Film Festival, Stray, About Time","May 20, 2021","This festival, launched in 2018, returns with a programme of films and talks with the aim of building constructive conversations about mental health.Among the five films available online - each accompanied by a panel discussion - is French drama Little Tickles (2018, M18, 103 minutes; online panel titled The Shadow Of Childhood Trauma on May 29 at 3.30pm).Film-maker and actress Andrea Bescond co-wrote and co-directed this story based on her own experiences. Odette, whose adult version is played by Bescond, is a dancer struggling with intimacy issues because of sexual abuse by a trusted friend of her parents when she was eight.Where: This websiteWhen: May 22 to 30Admission: $12 (individual pass) or $45 (bundle of four). Each pass allows unlimited viewing for 48 hours upon activation between May 22 and 30Info: This website
Stills from the documentary Stray. PHOTO: THE PROJECTOR
72 minutes, showing exclusively at The Projector, 4 starsIn Istanbul, Turkey's largest city, half a million dogs and cats roam the streets. There is a rich vein of lore explaining why this ancient metropolis is so stray-friendly and this documentary touches on some of it in title cards.Those terse lines are about all the exposition you will get because the hook here is that viewers see the world through the eyes of its three furry protagonists, known in the film as Zeytin, Nazar and Kartal.Hong Kong film-maker Elizabeth Lo filmed this exercise in immersiveness between 2017 and 2019, with her handheld camera positioned a metre off the ground - at a dog's eye level. She follows the animals from beach and park to construction site and busy shopping district, often in the company of the glue-sniffing Syrian refugee boys who, like the animals they clearly love, are homeless.This film, winner of the Best International Documentary at the Hot Docs Canadian International Documentary Festival 2020, is a natural bookend to Kedi (2016), director Ceyda Torun's study of Istanbul's street cats.But where Kedi was warm and human-centred, in Stray, Lo centres the dogs as creatures who live with humans but who also have their own communities.
About Time starring Rachel McAdams and Domhnall Gleeson. PHOTO: UIP
123 minutes, available on Netflix, 3 starsBritish writer-director Richard Curtis has written a few of the most popular romantic comedies in recent years, among them Four Weddings And A Funeral (1994) and Love, Actually (2003, which he also directed).Last weekend, two films he penned - Notting Hill (1999) and About Time, released in 2013 - were added to Netflix.About Time, which Curtis also directed, looks at the human desire for do-overs, especially in matters of love.Tim (Domhnall Gleeson) and Mary (Rachel McAdams) are a couple who meet, fall in love and have a family in part because Tim, like all the men in his family, can travel back in time to change the past.Like most Curtis films, this one features a nice balance of laughs, warmth and romance.",True
4,https://www.straitstimes.com/singapore/in-supporting-naomi-osaka-president-halimah-highlights-the-importance-of-mental-health,"In supporting Naomi Osaka, President Halimah highlights the importance of mental health","Jun 06, 2021","SINGAPORE - President Halimah Yacob has said she has ""great respect"" for tennis player Naomi Osaka, who recently pulled out of the French Open over mental health issues.In a Facebook post on Sunday (June 6), Madam Halimah, a long-time advocate for greater awareness of mental health issues, especially among young people, acknowledged that the decision must have been ""terribly difficult for her"", as Ms Osaka, 23, is at the prime of her career.The Japanese world number two and a four-time Grand Slam champion was fined US$15,000 (S$19,800) on May 30 and threatened with disqualification after she refused to carry out a mandatory news conference following her first-round win. She later withdrew from the tournament.On the eve of the French Open, Ms Osaka had likened post-match media inquests to ""kicking people when they are down"", which had a detrimental effect on her mental health"".She also came clean about suffering from bouts of depression since the US Open in 2018, admitting that she had ""a really hard time coping with that"".The International Tennis Federation has promised a comprehensive review on how players and media interact during tournaments, saying it takes mental health issues extremely seriously, Reuters reported on Saturday.Affirming that Ms Osaka had done the right thing, Madam Halimah said her move had ""sent a strong signal"" to millions around the world who are struggling with mental health issues, as it showed that ""it's okay to walk away from a toxic and stressful environment, even if that will set you back for a while"".She added that many people wait too long to protect their mental health, much to their detriment and that of their families, and many still continue to fear the stigma of being ""condemned"" for losing their mental faculties.Acknowledging that mental health has yet again become a hot topic due to social exclusion, lockdowns and safe management measures amid the Covid-19 pandemic, Madam Halimah said most people have developed ""mental resilience to overcome temporary setbacks"".However, developing that resilience starts from a young age, both at home and in school, she added.""It's sad when we read of young children killing themselves due to poor exam results because they saw their self-worth as linked to their school performance, and nothing else. We need constructive, uplifting conversations at home, school and the workplace.""Amid this difficult period, she added, women working from home often bear the brunt of mental stress, as they have to deal with caregiving responsibilities at the same time.Regardless of the situation, Madam Halimah said that a lot more empathy, care and kindness can be shown to those in our family and others in the community.""Always start with ourselves. Treat others like how we would like to be treated ourselves,"" she said.",True
5,https://www.straitstimes.com/singapore/health/more-support-needed-for-low-birth-weight-babies-pregnant-mums-with-diabetes,"More support needed for low birth weight babies, pregnant mums with diabetes, maternal mental health: Masagos","Jun 07, 2021","SINGAPORE - Couples who have babies with low birth weight and pregnant women with gestational diabetes mellitus need more support, and more can also be done to ensure maternal mental health and well-being, said Second Minister for Health Masagos Zulkifli on Monday (June 7).This additional support will provide a better environment for children here to grow up in, as the early years - and in particular the first 1,000 days - are critical for the child to build a strong foundation, he said.Mr Masagos, who is also Minister for Social and Family Development, highlighted these three key areas where more can be done during a speech at the third Temasek Shophouse Conversations forum, which focused on maternal and child wellness.The virtual event, organised by Temasek Foundation in partnership with KK Women's and Children's Hospital (KKH), was attended by about 700 registered participants from the public, private, and community sectors.Mr Masagos said that Singapore has achieved good international rankings in life expectancy and attaining the lowest infant mortality rates.""We can do more in some areas: go even more upstream where we can, focus our resources on certain developmental pathways which warrant more attention,"" he said.He noted that one in 10 babies in Singapore is born with low birth weight and is thus at higher risk of developing physical and mental health issues later in life, such as obesity and attention deficit hyperactivity disorder.Maternal malnutrition and health problems, maternal age, and preterm birth are key factors contributing to low birth weight, he said.""Fortunately, many of these can be addressed if we support couples even before conception. (This is) a good opportunity for social-health integration,"" said Mr Masagos.The Growing Up in Singapore Towards Healthy Outcomes (Gusto) study has also found that one in five pregnant women is at risk of developing gestational diabetes mellitus (GDM).Gusto is a longitudinal study that started here in 2009 to study how pregnancy and early childhood conditions influence the health and development of women and their children.Diabetes in pregnancy, also known as gestational diabetes mellitus, is a condition of abnormal or elevated glucose readings during pregnancy.Mothers and their children are then at higher risk of metabolic disorders, and children are at a higher risk of developing obesity.Taking this into account, KKH initiated the Temasek Foundation GDM Care Programme to provide enhanced care for mothers with GDM, said Mr Masagos.""But we should not only see this as a medical issue. This is an area where it takes a whole-of-society effort,"" he added.Healthcare and social agencies can work alongside community organisations to develop programmes to address the risk factors for GDM, such as through physical activities and encouraging a nutritious diet.The Gusto study also found that found that maternal depression during pregnancy affects the development of brain microstructure in the foetus, which could lead to anxiety and mood disorders in the child's later life.Hence it is important to strengthen social support to mothers and mothers-to-be, and everyone can play a part, said Mr Masagos.For example, healthcare workers actively look out for symptoms of low mood and depression during antenatal and post-natal check-ups through screenings for mothers and mothers-to-be, while social agencies and community groups can also look out for such symptoms.At the workplace, more psychological and emotional support can be given to employees and colleagues who are pregnant or transiting back to work after maternity leave, such as through more flexible work arrangements.""At home and in the community, we can lend our support to our spouse, friends, relatives and neighbours who are pregnant and may be experiencing psycho-emotional stress,"" said Mr Masagos.He also gave an update on the inter-agency task force that aims to boost maternal health and kids' well-being here. The formation of the task-force was announced during the debate on the Health Ministry's budget earlier this year.The task force is developing a five-year strategy to provide comprehensive support to women and their children, starting as early as pre-conception and extending until the child turns 18.Mr Masagos gave a breakdown of the task force's plans.First, the task force will translate evidence-based findings into policies and programmes to address upstream risk factors. These include reviewing upstream preventive health efforts for women and children or exploring how to better prepare and equip young couples for parenthood.Second, the Government and the agencies involved are reviewing their service delivery processes and will look at how healthcare agencies can strengthen collaboration with the social service and education sector organisations.Third, the task force will use public education to boost awareness and engagement in order to shape positive behaviours.Said Mr Masagos: "" If we want to give (children) the best start in life, our support must also extend to the mother... It makes good sense for our entire society to be invested into this cause, because it benefits everyone.""",True
6,https://www.straitstimes.com/singapore/politics/making-it-easier-to-discuss-youth-mental-well-being,ST-MCCY roundtable: Making it easier to discuss youth mental well-being,"Mar 24, 2021","SINGAPORE - Admitting to having mental health problems has never been easy due to the stigma associated with them, but talking about the issue has become even more pressing, given the stress and isolation that Covid-19 has brought.A group of young Singaporeans, who have come together in an alliance on mental well-being, hopes to make such conversations easier, and will put out a publication for parents that focuses on how they can speak to their children about mental health.The Youth Mental Well-Being Network is one of the Alliances for Action (AfAs) set up following the Emerging Stronger Conversations (ESC) engagement exercise, and the publication is one of its projects.It will cover areas like cyber bullying, online sexual harassment and other issues that young people face, with the end goal of making it easier for teenagers and young people to speak to their family about mental health issues.In all, the alliance, which is made up of more than 1,000 people and also includes service providers and government agencies, has come up with ideas for about 40 potential projects.Dr Gillian Koh, deputy director for research and senior research fellow at the Institute of Policy Studies, who was involved in the ESC, said in focusing on the common purpose, the groups were able to build trust and let go of their suspicions of each other.Elaborating, she said that service providers were drawn into the Youth Mental Well-Being Network to provide some domain expertise, but there were volunteers who were suspicious of their intentions and wondered if they were getting involved just to promote their services. ""You break it down, it's really about whether we are all motivated to achieve a common purpose,"" she said.Noting that AfAs are still in their nascent stage, she added: So they are also learning by doing and getting to know each other.""On how AfAs are different from ground-up initiatives, Dr Koh said having the Government in the mix allows people to get answers faster. ""Previously, citizens will say, wait, do you think the Government will allow this, or do you think we need a licence?""""Having everybody in the mix, including a government representative, in addition to all the citizens... it's much faster that way, rather than: 'We are all very far away from each other, you're across the wall and I have to shout and I don't know if I'll just be a voice in the wilderness,"" she added.Such alliances function as sandboxes of sorts, where people interested in creating change or doing something completely new can have the space to do so, she said.Calling on people to take part, she said: ""No effort too small, just chip in... That's what the young people are saying: Get rid of compartments and silos and just try and see how we all fit together in different ways. So everybody is equal, but different, and that diversity should be harnessed.""Several readers also sent in questions on the AfAs and their topics.One asked how digitalisation could even be considered when some nonprofits are struggling with basic things like volunteer management and fund-raising.Ms Indranee said the Government has various schemes to help.""Once you are online, you have broadened your reach exponentially both for raising funds as well as for getting volunteers,"" she said, encouraging smaller groups to approach the relevant agencies. ""They will point you in the right direction, set up your AfAs, and then we'll be able to channel volunteers to you,"" she added.Other readers asked about better support for persons with autism as well as day activity centres for those with special needs.National Volunteer and Philanthropy Centre chief executive Melissa Kwee said activities and jobs could be designed to be more inclusive and empower them.She gave the example of how instead of delivering food to seniors at home, one group invited them down to take part in preparing, cooking and serving food.""It created a community, you had seniors helping seniors, it reduced isolation,"" Ms Kwee added.A reader asked about speeding up change from people who are good at maintaining systems to people good at creating ideas.Ms Indranee said there is a need for a national system, but also for a flexibility that allows for nimbleness and responsiveness. ""You do need to have some guidelines, but that experimentation in a small group is very, very helpful.""",True
7,https://www.straitstimes.com/singapore/health/hold-toxic-managers-accountable-drop-useless-meetings-commerce-chamber-ceo-on,"Hold toxic managers accountable, drop useless meetings: Commerce chamber CEO on workplace mental wellness","May 04, 2021","SINGAPORE - The Covid-19 pandemic has had a transforming impact on society and those who denied or ignored the importance of mental health came to experience such issues for themselves when it struck, chief executive of the Singapore International Chamber of Commerce Victor Mills said on Tuesday (May 4).Speaking virtually at the Silver Ribbon Mental Health Awards Ceremony for Employers 2021, which was held over Zoom, the Singaporean added that mental health issues should not be treated as a weakness.Mr Mills, who was in financial services for three decades and previously sat on the Board of Trustees of ISEAS - Yusof Ishak Institute, provided some steps companies here can take towards promoting mental wellness in the workplace.""Treating mental illness in the workforce starts with eliminating all possible stress triggers. Toxic managers should be held accountable, and sent for help. Root out purposeless meetings, don't call your colleagues after office hours, and certainly not on weekends, unless it's an emergency,"" he said.Mr Mills added that staff should also not be expected to respond to an e-mail ""at some ungodly hour"".""Don't treat mental health issues as a weakness. We expect others to be considerate of us. And here's a newsflash: They expect the same consideration from us.""He said it is now time to put to use the lessons learnt.""We must all be prepared to build on the momentum which the pandemic has provided and not waste this moment in history to make meaningful changes to how we as societies and businesses treat mental illness.""Tuesday's inaugural ceremony saw 12 companies recognised for their efforts in creating a mentally healthy working environment in various ways.These include offering job opportunities to persons with mental health issues, equipping their staff with knowledge on identifying mental health issues, and promoting positive mental health awareness at their workplace.Jardines Mindset was one of 12 companies named.The registered charity for the Jardines group has hired about 230 people with mental health conditions over the past 10 years, and helped place another 310 in organisations outside the group.Its chief executive officer, Mr Jeffery Tan, told The Straits Times that some people have the misconception that hiring a person with a mental health condition will disadvantage an organisation.He said hiring such people actually ""makes the organisation receive more in return"", as it gives others the opportunity to understand that those with mental health challenges are just like anybody else.""It also gives us an opportunity to journey alongside individuals to see how they improve and integrate to the office environment, and gives you an opportunity to display empathy as well,"" he added.Ms Ang Li May, chief executive officer of non-profit Bizlink Centre Singapore, said it is important to have a culture where people understand each other's working styles and help those with mental health conditions to feel comfortable in the workplace.""It's about how we help them to cope if there's a project coming in (or) a more stressful period,"" she said.A spokesman for global mining group Rio Tinto said that the group believes investing in mental health and wellness programmes and committing to an inclusive environment is ""not only the right thing to do, but it is also good for business"".""The pandemic has shown that anyone can be vulnerable to the unintended mental health impacts brought about by Covid-19 mitigation measures. Employers need to understand that even employees who may not suffer from mental health conditions may be impacted during their time under employment,"" said the spokesman.Senior Minister of State for Manpower Zaqy Mohamad, who was at the ceremony, said that mental well-being at the workplace has become a growing concern, especially as employees face changes in working arrangements due to the pandemic.""It is therefore encouraging to see companies doing their part to care for and support their employees' mental well-being - and that we recognise these efforts through initiatives like the Silver Ribbon Awards,"" he added.He said that supporting the mental well-being of workers is a priority for the Government, citing several recent efforts such as the launch of the Tripartite Advisory on Mental Well-being at Workplaces in November last year, and the launch of the iWorkHealth tool two months ago.iWorkHealth is an online self-administered psychosocial health assessment tool for companies and their employees to identify stressors at work.Mr Zaqy said: ""I want to emphasise that mental health is just as important as physical health - and it can have a significant impact on workers' productivity. I am glad that more employers recognise this, and are taking the first steps to introduce mental well-being initiatives at their workplaces.""The recipients of the Silver Ribbon Awards are:1. Bizlink Centre Singapore2. FedEx Express3. Jardines Mindset4. Jebsen & Jessen Group5. Johnson & Johnson Singapore6. Otsuka Pharmaceuticals (Singapore)7. Pocari Sweat Singapore8. Project X9. PSA Corporation10. Rio Tinto11. Singapore Civil Defence Force12. Twitter Asia Pacific",True
8,https://www.straitstimes.com/singapore/digital-resources-available-to-help-parents-learn-about-childrens-mental-well-being-eric,Digital resources available to help parents learn about children's mental well-being: Eric Chua,"Mar 03, 2021","SINGAPORE - Parents today can tap on a variety of digital resources to better support their children's mental health, said Parliamentary Secretary for Social and Family Development Eric Chua.These include the Share-the-Care video series by Families for Life, which covers topics such as building strong family relationships, as well as his ministry's Positive Parenting Programme (Triple P) that outlines evidence-based techniques to promote children's psychological, social and emotional competence.Families for Life is a people-sector council under the Ministry of Social and Family Development, comprising 15 volunteers from the people and private sectors.On top of that, the Temasek Foundation and Agency for Integrated Care has developed a microsite to address mental health challenges arising from the Covid-19 pandemic, Mr Chua said.Called MyMentalHealth, the website is a repository of articles and resources to help caregivers and parents manage mental health stress.Mr Chua was responding in Parliament to Ms Carrie Tan (Nee Soon GRC), who had asked about inter-ministry efforts to promote youth mental health awareness among parents.On the reach of the Triple P, he said more than 30,000 parents had benefited from the programme to date. After three months, parents reported a 20 per cent reduction in their children's scores for problematic behaviour, as well as their own parenting stress scores.Parents can sign up for the programme by contacting the Parenting Support Providers serving their child’s school or region, or approach the child’s school teacher-in-charge of parenting programmes.He added that more than 1,500 individuals - including young people, parents and mental health professionals - also came together to start the Youth Mental Well-Being Network last year. This network is supported by the Ministry for Social and Family Development, as well as the Health and Education ministries.""We have parents coming back to tell us that they now have greater parenting competence,"" he added.Ms Tan then asked if there are plans to take such programmes offline and into the real world, especially for parents who may not ""naturally gravitate"" towards finding information online.Online platforms are being heavily used at present given the ongoing pandemic, Mr Chua replied, but added that his ministry will nevertheless work with community partners as much as possible.",True
9,https://www.straitstimes.com/singapore/tiktok-to-work-with-government-local-non-profits-to-train-youths-to-become-mental-health,"TikTok to work with Govt, non-profits to train youths to be mental health content creators","May 17, 2021","SINGAPORE - Young people here can now apply to join a training programme to learn how to support others with mental health issues through content creation on the video-sharing platform TikTok.As part of its Youth for Good initiative, TikTok will be running an eight-week training programme from June 28 to Aug 22.The programme aims to teach young people to create educational content and to provide support to their peers who are struggling with their mental health, said TikTok in a statement.To provide the training, the app has partnered with local non-profit organisations including Campus PSY, Care Corner, Care Singapore, Fei Yue Community Services, Samaritans of Singapore, Silver Ribbon (Singapore), and Touch Community Services for their expertise.It will teach users which stigmatising words to avoid, how to notice and respond to early signs and symptoms of mental health issues in peers, how to tackle online harassment and cyber bullying and also share tips to take care of the trainees' own online well-being.Applications opened last Friday (May 14) and will close at the end of the month, and are open to Singaporeans between the ages of 19 and 34.The programme was launched at a panel discussion titled Conversations Without Walls, which was held live on the TikTok app last Friday.The panel comprised Minister of State for Education Sun Xueling, TikTok's Asia-Pacific head of regional product policy, trust & safety Jamin Tan, assistant director of Touch Mental Wellness Andrea Chan and TikTok user and mental health advocate Yanni Ruth.It was moderated by TikTok user and Singapore Management University (SMU) student Ian Jeevan.The panel shared about their own experiences working with young people and mental health, along with some of their owns struggles with issues such as eating disorders. They also spoke on the need to reduce the stigma surrounding speaking up about mental health.Ms Sun said: ""We are placing a lot of emphasis on teaching students the telltale signs that their mental health is at risk... very importantly, we are trying to normalise these conversations in schools.""TikTok, which is owned by the Chinese company ByteDance, is popular among young people worldwide.However, mental health content on the app has been characterised as oversimplifying complex issues in mental health.In January, The New York Times (NYT) reported that therapists like licensed professional counsellor and former southern region chairman at the American Counselling Association Lisa Henderson were concerned that on TikTok, where videos are necessarily short, mental health treatments can be presented easy fixes.""It can be misleading more so than intentionally harmful,"" she told NYT.Despite this, students here said that the programme is both welcome and important.SMU economics undergraduate and regular TikTok user Chng Lu Yee, 21, said: ""I think this is a good idea because you can find both extremes of positive and negative content on TikTok.  ""It is very influential especially among people slightly younger than me, whatever is trending on the app has a real influence which you can see in things like clothes and how people speak,"" she added.The Youth for Good programme will be run with the support of the Ministry of Culture, Community and Youth, the MOE and the National Youth Council.",True
