user_id,screen_name,tweet_id,tweet_url,timestamp,text,hashtags,has_media,img_urls,video_url,user_location
1139435031204548608,zkwnsaari,1262868325803024389,/zkwnsaari/status/1262868325803024389,2020-05-19 22:10:46,"Cornering men with the phrase ""sexual harassment"" is an abuse of power https://twitter.com/al1syahbana/status/1262500891946397697 …",[],False,[],,"Perak, Malaysia"
1262662724628238338,anuglywoman1,1262856464651243525,/anuglywoman1/status/1262856464651243525,2020-05-19 21:23:38,Sexual harassment..is to make someone fucked up mentally,[],False,[],, 
15199808,Vidyut,1262838343404044296,/Vidyut/status/1262838343404044296,2020-05-19 20:11:38,"Fellow asking about abuse women face online/street harassment

""Have you been the victim of abuse yourself?""

""Frankly, I am not good at being a victim. Have I been abused? Sure. And the abuser usually regrets it after that. Regardless of succeed/fail, it never defines me.""",[],False,[],,India
356133910,mymeenakshi,1262830274498293762,/mymeenakshi/status/1262830274498293762,2020-05-19 19:39:34,Respected @dgpup @UPGovt @CMOfficeUP  Sir this man insulting religious sentiments of crores of Hindus. This is targeted religious harassment of major section of society. Please take appropriate action ASAP. #ArrestPankajPunia pic.twitter.com/gy7nlCkS89,['ArrestPankajPunia'],True,['https://pbs.twimg.com/media/EYZ5b68VAAAFV9r.jpg'],,India
257394747,PramodChturvedi,1262824245517672449,/PramodChturvedi/status/1262824245517672449,2020-05-19 19:15:36,Case registered against employee of private company for sexual harassment in #AndhraPradesh's #Krishna district https://www.aninews.in/news/national/general-news/case-registered-against-employee-of-private-company-for-sexual-harassment-in-andhras-krishna-district20200519233228#.XsQwQcCvOag.twitter …,"['AndhraPradesh', 'Krishna']",False,[],,"Hyderabad, New Delhi, Ballia"
2247560024,FeminismInIndia,1262816952164196355,/FeminismInIndia/status/1262816952164196355,2020-05-19 18:46:38,Institutional Failures & The Increasing Reliance On Social Media To Report Sexual Harassment https://feminisminindia.com/2020/05/20/institutional-failures-increasing-reliance-social-media-report-sexual-harassment/ …,[],False,[],,India
341938464,UnitedsFreak,1262814950671745029,/UnitedsFreak/status/1262814950671745029,2020-05-19 18:38:40,Cant believe women are going to companies that have been exposed for their sexual harassment and their refusal to be accountable for their actions. You can do better sis. https://twitter.com/ZarlashtFaisal/status/1262694348786929666 …,[],False,[],,"Karachi, Pakistan"
1220438742177021953,Isaiah85112040,1262788991474176006,/Isaiah85112040/status/1262788991474176006,2020-05-19 16:55:31,Women kinda have it easy. You can shake your tits on camera for money. But if I shake my dick on camera I just get a sexual harassment charge. ,[],False,[],,"Bangkok, Thailand"
2264849412,LogicalIndians,1262785267452149762,/LogicalIndians/status/1262785267452149762,2020-05-19 16:40:43,"Carry's video garnered over 70 million views. However, YouTube pulled down the objectionable video titled '#YouTube vs #TikTok- The End' for violating their policy on harassment and bullying.

#carryminati
https://thelogicalindian.com/news/carryminati-objectionable-video-21185 …","['YouTube', 'TikTok', 'carryminati']",False,[],,India
1248581398694219776,Hemanty23350178,1262777692342157314,/Hemanty23350178/status/1262777692342157314,2020-05-19 16:10:37,"#tiktokexposed
Sexual harassment
Pramot terrorism
Social and emotional blackmail
  pramot all this kind of things on TikTok  India",['tiktokexposed'],False,[],,"Madhya Pradesh, India"
1481578128,vanmark5,1262772394252353536,/vanmark5/status/1262772394252353536,2020-05-19 15:49:34,McDonald’s hit with sexual harassment complaint at OECD: Filed at the Organization for Economic Cooperation and Development in Netherlands https://www.samaa.tv/news/2020/05/mcdonalds-hit-with-sexual-harassment-complaint-at-oecd/?utm_source=dlvr.it&utm_medium=twitter … pic.twitter.com/D6ZQliJwJ0,[],True,['https://pbs.twimg.com/media/EYZEzO1U4AAhpc4.jpg'],,Pakistan
1481578128,vanmark5,1262772390653620225,/vanmark5/status/1262772390653620225,2020-05-19 15:49:33,McDonald’s hit with sexual harassment complaint at OECD: Filed at the Organization for Economic Cooperation and Development in Netherlands https://www.samaa.tv/global/2020/05/mcdonalds-hit-with-sexual-harassment-complaint-at-oecd/?utm_source=dlvr.it&utm_medium=twitter … pic.twitter.com/kLjRaJJzHC,[],True,['https://pbs.twimg.com/media/EYZEzB5UYAEN_-u.jpg'],,Pakistan
