seasonal adjustment and actual figures	region	2018M01	2018M02	2018M03	2018M04	2018M05	2018M06	2018M07	2018M08	2018M09	2018M10	2018M11	2018M12	2019M01	2019M02	2019M03	2019M04	2019M05	2019M06	2019M07	2019M08	2019M09	2019M10	2019M11	2019M12	2020M01	2020M02	
Seasonally adjusted figures in percent of the labour force	Lejre	2.9	2.7	2.7	2.7	2.6	2.6	2.6	2.7	2.7	2.6	2.6	2.6	2.4	2.4	2.5	2.4	2.5	2.6	2.6	2.6	2.6	2.6	2.6	2.5	2.6	2.6
Seasonally adjusted figures in percent of the labour force	Roskilde	3.3	3.3	3.3	3.3	3.3	3.2	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.0	3.0	3.1	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.9	2.9	3.0
Seasonally adjusted figures in percent of the labour force	Solrød	2.5	2.5	2.5	2.6	2.5	2.5	2.3	2.3	2.2	2.3	2.2	2.1	2.1	2.1	2.2	2.3	2.2	2.2	2.2	2.3	2.4	2.4	2.5	2.6	2.6	2.6
Seasonally adjusted figures in percent of the labour force	Province Vest- og Sydsjælland	4.4	4.4	4.5	4.3	4.3	4.2	4.1	4.1	4.0	4.0	4.0	4.0	3.9	3.9	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.7	3.7	3.7	3.7
Seasonally adjusted figures in percent of the labour force	Faxe	3.9	3.9	4.1	4.1	4.1	4.1	4.0	3.9	3.9	3.8	3.8	3.8	3.7	3.6	3.6	3.6	3.5	3.4	3.4	3.5	3.4	3.5	3.4	3.4	3.5	3.5
Seasonally adjusted figures in percent of the labour force	Guldborgsund	4.8	4.6	4.9	4.8	4.7	4.6	4.5	4.5	4.4	4.4	4.5	4.5	4.4	4.3	4.4	4.3	4.3	4.4	4.3	4.3	4.4	4.3	4.2	4.3	4.3	4.3
Seasonally adjusted figures in percent of the labour force	Holbæk	3.8	3.6	3.6	3.5	3.5	3.4	3.3	3.3	3.1	3.2	3.2	3.2	3.0	3.1	3.1	3.1	3.1	3.1	3.0	3.0	3.0	3.0	2.9	2.9	2.9	2.8
Seasonally adjusted figures in percent of the labour force	Kalundborg	4.4	4.3	4.4	4.1	4.1	3.9	3.9	3.8	3.8	3.8	3.9	3.8	3.7	3.6	3.4	3.5	3.5	3.6	3.6	3.6	3.5	3.5	3.4	3.5	3.5	3.5
Seasonally adjusted figures in percent of the labour force	Lolland	5.6	5.6	6.0	5.7	5.6	5.4	5.4	5.3	5.0	4.9	5.0	4.8	4.7	4.8	4.8	4.7	4.7	4.7	4.9	4.8	4.8	4.8	4.7	4.7	4.7	4.5
Seasonally adjusted figures in percent of the labour force	Næstved	4.7	4.6	4.7	4.5	4.4	4.3	4.2	4.1	4.1	4.1	4.0	4.0	3.9	3.8	3.8	3.6	3.6	3.7	3.7	3.8	3.7	3.7	3.8	3.8	3.7	3.8
Seasonally adjusted figures in percent of the labour force	Odsherred	4.8	4.8	5.1	5.0	4.9	4.6	4.5	4.5	4.5	4.5	4.4	4.3	4.2	4.2	4.2	4.2	4.1	4.3	4.3	4.2	3.8	3.8	3.8	3.7	3.7	3.7
Seasonally adjusted figures in percent of the labour force	Ringsted	3.6	3.6	3.7	3.6	3.6	3.6	3.6	3.5	3.5	3.5	3.5	3.5	3.4	3.4	3.3	3.3	3.3	3.3	3.2	3.4	3.2	3.1	3.1	3.2	3.1	3.1
Seasonally adjusted figures in percent of the labour force	Slagelse	4.5	4.5	4.5	4.5	4.4	4.3	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.1	4.1	4.1	4.0	4.1	4.3	4.2	4.1	4.2	4.1	4.1	4.1	4.1
Seasonally adjusted figures in percent of the labour force	Sorø	3.9	3.9	3.9	3.8	3.9	3.8	3.6	3.8	3.6	3.6	3.5	3.5	3.5	3.5	3.6	3.6	3.6	3.6	3.5	3.5	3.6	3.5	3.4	3.4	3.4	3.4
Seasonally adjusted figures in percent of the labour force	Stevns	3.8	4.0	4.1	3.9	3.8	3.7	3.7	3.7	3.7	3.7	3.7	3.5	3.5	3.5	3.5	3.5	3.6	3.5	3.5	3.3	3.3	3.2	3.1	3.4	3.3	3.2
Seasonally adjusted figures in percent of the labour force	Vordingborg	4.7	4.8	5.0	4.9	4.9	4.9	4.8	4.7	4.7	4.7	4.7	4.7	4.7	4.6	4.6	4.6	4.5	4.6	4.5	4.5	4.5	4.4	4.4	4.3	4.1	4.0
Seasonally adjusted figures in percent of the labour force	Region Syddanmark	3.9	3.9	3.9	3.9	3.8	3.8	3.8	3.7	3.7	3.7	3.6	3.6	3.6	3.5	3.6	3.5	3.6	3.6	3.7	3.6	3.7	3.6	3.7	3.6	3.6	3.6
Seasonally adjusted figures in percent of the labour force	Province Fyn	4.6	4.5	4.5	4.5	4.4	4.4	4.4	4.3	4.2	4.2	4.2	4.1	4.1	4.1	4.1	4.1	4.1	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2
Seasonally adjusted figures in percent of the labour force	Assens	4.0	4.0	4.0	3.9	3.6	3.7	3.6	3.6	3.6	3.6	3.7	3.6	3.5	3.5	3.5	3.4	3.5	3.5	3.7	3.7	3.7	3.7	3.6	3.8	3.6	3.6
Seasonally adjusted figures in percent of the labour force	Faaborg-Midtfyn	4.0	4.0	4.1	3.9	3.8	3.9	3.9	4.0	3.9	3.9	3.8	3.7	3.6	3.6	3.6	3.6	3.6	3.6	3.6	3.6	3.6	3.6	3.7	3.7	3.6	3.7
Seasonally adjusted figures in percent of the labour force	Kerteminde	4.5	4.3	4.3	4.3	4.3	4.3	4.4	4.3	4.0	4.0	3.9	3.9	3.7	3.9	3.8	3.9	3.8	3.8	3.7	3.8	3.7	3.7	3.8	3.8	3.8	3.8
Seasonally adjusted figures in percent of the labour force	Langeland	5.3	5.1	5.0	5.1	4.9	4.9	5.0	5.0	5.2	4.9	4.8	4.4	4.3	4.3	4.3	4.2	4.0	4.3	4.5	4.3	4.3	4.5	4.5	4.6	4.6	4.4
Seasonally adjusted figures in percent of the labour force	Middelfart	2.9	2.9	3.2	3.1	3.1	3.0	2.9	2.9	2.9	3.0	2.9	2.9	2.8	2.9	2.9	2.9	2.8	2.9	3.0	2.9	2.9	2.8	2.8	2.7	2.7	2.6
Seasonally adjusted figures in percent of the labour force	Nordfyns	4.4	4.3	4.4	4.4	4.4	4.3	4.5	4.3	4.2	4.1	4.1	4.0	4.0	4.0	4.1	4.0	4.0	4.2	4.2	4.2	4.1	4.1	4.1	4.1	4.2	4.2
Seasonally adjusted figures in percent of the labour force	Nyborg	4.0	3.9	3.9	3.9	3.9	3.9	3.9	3.7	3.7	3.8	3.7	3.7	3.7	3.7	3.6	3.6	3.7	3.6	3.5	3.7	4.0	3.9	3.9	4.0	3.9	3.9
Seasonally adjusted figures in percent of the labour force	Odense	5.2	5.2	5.1	5.1	5.0	4.9	4.9	4.8	4.7	4.7	4.7	4.7	4.7	4.6	4.6	4.6	4.6	4.8	4.9	4.8	4.8	4.8	4.8	4.7	4.7	4.8
Seasonally adjusted figures in percent of the labour force	Svendborg	4.6	4.5	4.6	4.5	4.5	4.5	4.4	4.3	4.2	4.1	4.0	4.0	4.0	3.9	4.0	4.0	4.1	4.2	4.1	4.2	4.1	4.0	4.2	4.3	4.3	4.2
Seasonally adjusted figures in percent of the labour force	Ærø	3.6	4.0	4.1	4.1	4.0	3.6	3.5	3.4	3.6	3.8	4.0	4.2	4.1	3.8	3.9	3.6	3.6	4.2	4.0	4.3	3.9	3.9	4.4	3.8	3.6	3.9
Seasonally adjusted figures in percent of the labour force	Province Sydjylland	3.5	3.5	3.5	3.5	3.4	3.4	3.4	3.4	3.3	3.3	3.3	3.3	3.2	3.2	3.2	3.2	3.2	3.3	3.3	3.3	3.3	3.3	3.3	3.3	3.3	3.3
Seasonally adjusted figures in percent of the labour force	Billund	2.6	2.7	2.8	2.8	2.9	2.9	2.8	2.7	2.6	2.5	2.4	2.3	2.3	2.3	2.4	2.4	2.3	2.3	2.4	2.4	2.5	2.6	2.7	2.6	2.5	2.6
Seasonally adjusted figures in percent of the labour force	Esbjerg	3.8	3.9	3.9	3.9	3.9	3.8	3.7	3.7	3.6	3.5	3.6	3.5	3.4	3.4	3.3	3.3	3.3	3.4	3.4	3.3	3.3	3.3	3.3	3.3	3.3	3.3
Seasonally adjusted figures in percent of the labour force	Fanø	5.1	5.2	5.6	5.3	5.0	4.5	4.3	4.2	4.0	4.1	4.2	4.3	4.2	4.2	3.9	3.9	4.1	4.2	4.3	4.6	4.5	4.3	4.3	4.1	4.1	4.0
Seasonally adjusted figures in percent of the labour force	Fredericia	4.4	4.4	4.4	4.4	4.3	4.2	3.9	4.1	4.1	4.0	4.2	4.2	4.0	4.1	4.2	4.1	4.2	4.3	4.2	4.2	4.2	4.3	4.2	4.2	4.2	4.1
Seasonally adjusted figures in percent of the labour force	Haderslev	3.7	3.6	3.6	3.6	3.6	3.6	3.5	3.5	3.5	3.4	3.4	3.3	3.4	3.4	3.4	3.4	3.4	3.4	3.6	3.5	3.4	3.5	3.6	3.6	3.5	3.5
Seasonally adjusted figures in percent of the labour force	Kolding	3.4	3.4	3.4	3.3	3.3	3.3	3.3	3.4	3.4	3.4	3.4	3.3	3.3	3.3	3.4	3.4	3.4	3.4	3.4	3.4	3.4	3.4	3.5	3.5	3.5	3.4
Seasonally adjusted figures in percent of the labour force	Sønderborg	3.6	3.5	3.5	3.5	3.5	3.4	3.5	3.6	3.6	3.5	3.5	3.6	3.5	3.5	3.4	3.5	3.5	3.6	3.6	3.5	3.6	3.5	3.6	3.6	3.6	3.6
Seasonally adjusted figures in percent of the labour force	Tønder	3.4	3.3	3.4	3.3	3.1	3.2	3.4	3.4	3.3	3.3	3.2	3.3	3.2	3.1	3.1	3.1	3.2	3.3	3.3	3.4	3.4	3.4	3.4	3.3	3.3	3.3
Seasonally adjusted figures in percent of the labour force	Varde	2.7	2.8	2.9	2.9	2.9	2.8	2.7	2.7	2.7	2.7	2.6	2.6	2.6	2.5	2.5	2.5	2.4	2.5	2.6	2.5	2.5	2.6	2.6	2.5	2.5	2.5
Seasonally adjusted figures in percent of the labour force	Vejen	2.8	2.8	2.8	2.8	2.8	2.5	2.7	2.7	2.7	2.7	2.8	2.7	2.6	2.6	2.5	2.5	2.6	2.7	2.8	2.8	2.7	2.7	2.6	2.7	2.7	2.6
Seasonally adjusted figures in percent of the labour force	Vejle	3.3	3.2	3.2	3.2	3.2	3.2	3.1	3.2	3.1	3.1	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.2	3.2
Seasonally adjusted figures in percent of the labour force	Aabenraa	3.8	3.8	3.8	3.8	3.8	3.6	3.6	3.5	3.4	3.4	3.3	3.3	3.3	3.2	3.3	3.2	3.3	3.4	3.4	3.4	3.5	3.5	3.5	3.4	3.3	3.3
Seasonally adjusted figures in percent of the labour force	Region Midtjylland	3.6	3.6	3.6	3.6	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.4	3.4	3.4	3.4	3.4	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.4
Seasonally adjusted figures in percent of the labour force	Province Østjylland	3.8	3.7	3.8	3.8	3.7	3.7	3.7	3.7	3.7	3.7	3.7	3.7	3.7	3.6	3.7	3.6	3.7	3.7	3.8	3.8	3.7	3.7	3.7	3.7	3.7	3.7
Seasonally adjusted figures in percent of the labour force	Favrskov	2.5	2.4	2.6	2.5	2.5	2.4	2.5	2.4	2.5	2.5	2.5	2.4	2.4	2.4	2.4	2.4	2.4	2.5	2.4	2.4	2.4	2.4	2.4	2.4	2.4	2.4
Seasonally adjusted figures in percent of the labour force	Hedensted	2.4	2.4	2.5	2.4	2.3	2.4	2.4	2.4	2.4	2.4	2.5	2.5	2.5	2.4	2.4	2.4	2.5	2.5	2.5	2.4	2.4	2.4	2.5	2.5	2.5	2.5
Seasonally adjusted figures in percent of the labour force	Horsens	3.5	3.4	3.5	3.5	3.4	3.4	3.3	3.3	3.2	3.3	3.2	3.2	3.2	3.2	3.3	3.3	3.3	3.4	3.4	3.4	3.5	3.5	3.6	3.6	3.6	3.6
Seasonally adjusted figures in percent of the labour force	Norddjurs	4.6	4.5	4.6	4.6	4.6	4.4	4.6	4.5	4.6	4.6	4.5	4.5	4.5	4.4	4.4	4.4	4.3	4.4	4.5	4.4	4.2	4.0	3.9	3.8	3.7	3.7
Seasonally adjusted figures in percent of the labour force	Odder	3.1	3.3	3.4	3.3	3.3	3.4	3.3	3.4	3.4	3.0	2.9	2.9	2.8	2.8	2.9	2.9	2.9	2.8	2.8	2.8	2.8	2.8	2.8	2.8	2.9	2.7
Seasonally adjusted figures in percent of the labour force	Randers	4.1	4.1	4.1	4.1	4.0	4.0	3.9	3.9	3.9	3.9	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.9	3.8	3.8	3.7	3.8	3.8	3.7	3.7
Seasonally adjusted figures in percent of the labour force	Samsø	5.3	5.2	5.2	5.4	4.9	4.8	4.8	5.0	5.2	5.3	5.3	5.4	5.4	4.9	4.3	4.1	4.6	4.4	4.6	4.5	4.4	4.9	5.0	4.4	4.1	4.3
Seasonally adjusted figures in percent of the labour force	Silkeborg	3.3	3.3	3.3	3.2	3.2	3.2	3.2	3.2	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.2	3.1	3.1	3.0	3.1
Seasonally adjusted figures in percent of the labour force	Skanderborg	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.4	2.3	2.3	2.3	2.3	2.2	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.4	2.4	2.4
Seasonally adjusted figures in percent of the labour force	Syddjurs	3.4	3.3	3.4	3.5	3.5	3.5	3.5	3.4	3.4	3.1	3.3	3.3	3.2	3.2	3.1	3.1	3.2	3.2	3.2	3.3	3.5	3.3	3.2	3.1	3.1	3.0
Seasonally adjusted figures in percent of the labour force	Aarhus	4.5	4.5	4.5	4.4	4.4	4.4	4.5	4.5	4.5	4.4	4.5	4.5	4.5	4.4	4.5	4.4	4.5	4.6	4.7	4.7	4.6	4.6	4.6	4.5	4.6	4.6
Seasonally adjusted figures in percent of the labour force	Province Vestjylland	3.2	3.2	3.2	3.1	3.1	3.1	3.1	3.1	3.1	3.0	3.0	3.0	2.9	2.9	2.9	3.0	2.9	3.0	3.0	3.0	3.0	2.9	3.0	3.0	2.9	2.9
Seasonally adjusted figures in percent of the labour force	Herning	3.7	3.7	3.7	3.6	3.6	3.6	3.5	3.5	3.5	3.4	3.4	3.3	3.3	3.3	3.2	3.3	3.3	3.3	3.3	3.2	3.2	3.2	3.2	3.2	3.3	3.1
Seasonally adjusted figures in percent of the labour force	Holstebro	2.9	2.8	2.8	2.6	2.5	2.5	2.5	2.6	2.6	2.6	2.5	2.5	2.5	2.5	2.6	2.6	2.6	2.6	2.5	2.6	2.6	2.6	2.7	2.7	2.7	2.6
Seasonally adjusted figures in percent of the labour force	Ikast-Brande	3.7	3.8	3.9	3.9	3.8	3.6	3.6	3.5	3.4	3.3	3.3	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.3	3.3	3.3	3.3	3.2	3.2	3.2	3.2
Seasonally adjusted	Region Hovedstaden	38323.7	37872.5	37821.6	37739.4	37270.2	36523.5	35916.0	35951.8	36168.0	36293.5	35852.5	35761.9	35765.3	35650.0	35907.6	35554.4	35526.6	36129.2	35950.0	35841.9	35687.0	35493.3	35563.3	35453.2	35651.2	35699.3
Seasonally adjusted	Province Byen København	19586.1	19339.8	19233.3	19211.2	19026.3	18758.0	18460.9	18505.7	18604.6	18800.1	18538.8	18585.9	18690.1	18620.6	18835.8	18778.4	18768.5	19072.1	19151.9	19069.8	18981.4	18912.5	18976.5	18844.8	18947.9	19007.6
Seasonally adjusted	Copenhagen	16335.0	16164.8	16012.9	15997.7	15866.2	15639.9	15399.4	15473.5	15514.0	15725.1	15498.9	15545.7	15657.2	15639.9	15833.2	15829.4	15847.4	16060.4	16102.8	16072.3	16037.9	15980.2	16055.5	15942.3	16031.4	16075.0
Seasonally adjusted	Frederiksberg	2306.6	2249.3	2306.2	2329.1	2260.7	2229.3	2164.7	2160.2	2196.3	2191.8	2170.5	2171.6	2174.2	2130.2	2129.3	2099.6	2067.5	2152.8	2208.8	2161.7	2127.4	2109.3	2089.3	2075.2	2085.2	2103.4
Seasonally adjusted	Dragør	188.2	181.4	183.3	185.3	180.6	174.9	172.2	171.7	173.8	165.8	167.1	169.8	175.1	172.1	175.8	169.8	182.6	184.0	180.1	178.0	166.1	172.7	170.4	171.9	163.4	169.7
Seasonally adjusted	Tårnby	756.3	744.3	731.0	699.1	718.8	713.9	724.5	700.3	720.5	717.4	702.3	698.8	683.6	678.4	697.5	679.6	671.0	674.8	660.2	657.8	650.1	650.4	661.5	655.4	667.9	659.5
Seasonally adjusted	Province Københavns omegn	10957.1	10800.2	10847.2	10852.1	10711.0	10436.2	10328.3	10349.4	10359.4	10324.4	10200.3	10137.7	10140.7	10139.9	10174.3	10006.7	10014.6	10220.4	10051.9	9996.5	9989.0	9881.6	9936.4	9863.9	9893.5	9881.2
Seasonally adjusted	Albertslund	725.1	722.4	743.6	723.6	714.7	680.9	681.7	663.1	680.3	683.8	672.8	681.4	698.6	681.2	660.5	654.4	654.5	686.8	657.5	649.7	658.0	645.0	640.3	613.9	623.3	623.4
