seasonal adjustment and actual figures	region	2018M01	2018M02	2018M03	2018M04	2018M05	2018M06	2018M07	2018M08	2018M09	2018M10	2018M11	2018M12	2019M01	2019M02	2019M03	2019M04	2019M05	2019M06	2019M07	2019M08	2019M09	2019M10	2019M11	2019M12	2020M01	2020M02	
Seasonally adjusted figures in percent of the labour force	Lemvig	3.1	2.9	2.8	2.7	2.6	2.7	2.8	2.7	2.7	2.7	2.7	2.8	2.8	2.7	2.7	2.7	2.7	2.7	2.7	2.7	2.8	2.6	2.6	2.6	2.6	2.6
Seasonally adjusted figures in percent of the labour force	Ringkøbing-Skjern	2.5	2.5	2.7	2.6	2.7	2.7	2.6	2.6	2.6	2.7	2.7	2.7	2.5	2.4	2.5	2.6	2.5	2.5	2.6	2.6	2.6	2.6	2.6	2.7	2.6	2.7
Seasonally adjusted figures in percent of the labour force	Skive	3.0	3.0	3.1	3.1	3.0	3.0	3.1	2.9	2.9	2.9	2.7	2.7	2.6	2.5	2.5	2.5	2.5	2.6	2.8	2.5	2.4	2.4	2.4	2.3	2.3	2.4
Seasonally adjusted figures in percent of the labour force	Struer	3.4	3.6	3.6	3.6	3.5	3.4	3.5	3.4	3.5	3.4	3.4	3.5	3.5	3.8	3.8	3.8	3.8	3.8	3.9	3.7	3.7	3.7	3.8	3.7	3.5	3.3
Seasonally adjusted figures in percent of the labour force	Viborg	3.1	3.1	3.2	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.0	3.0	3.0	3.0	3.0	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.0
Seasonally adjusted figures in percent of the labour force	Region Nordjylland	4.5	4.5	4.6	4.6	4.5	4.5	4.4	4.4	4.3	4.3	4.2	4.2	4.1	4.1	4.1	4.0	4.1	4.1	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2
Seasonally adjusted figures in percent of the labour force	Province Nordjylland	4.5	4.5	4.6	4.6	4.5	4.5	4.4	4.4	4.3	4.3	4.2	4.2	4.1	4.1	4.1	4.0	4.1	4.1	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2
Seasonally adjusted figures in percent of the labour force	Brønderslev	4.1	4.0	4.1	4.2	4.2	4.0	4.0	4.0	3.9	4.0	4.0	3.9	3.6	3.7	3.6	3.6	3.5	3.6	3.7	3.7	3.7	3.8	3.7	3.7	3.7	3.7
Seasonally adjusted figures in percent of the labour force	Frederikshavn	4.8	4.8	4.9	4.8	4.6	4.5	4.5	4.6	4.6	4.5	4.4	4.2	4.1	4.3	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.0	4.1	4.0	3.9
Seasonally adjusted figures in percent of the labour force	Hjørring	4.6	4.5	4.8	4.5	4.5	4.3	4.2	4.3	4.2	4.0	3.9	3.8	3.8	3.8	3.8	3.8	3.8	3.9	4.1	4.0	3.9	4.0	4.0	4.0	4.0	3.9
Seasonally adjusted figures in percent of the labour force	Jammerbugt	3.7	3.7	3.7	3.5	3.4	3.5	3.6	3.5	3.4	3.4	3.3	3.2	3.1	3.3	3.1	2.9	3.1	3.2	3.2	3.3	3.3	3.4	3.4	3.4	3.4	3.2
Seasonally adjusted figures in percent of the labour force	Læsø	5.6	5.8	6.2	6.0	6.2	5.8	5.6	6.3	6.7	6.5	6.3	6.0	5.9	6.0	6.0	4.7	5.0	5.6	5.3	6.3	5.5	5.1	5.3	5.4	4.9	4.7
Seasonally adjusted figures in percent of the labour force	Mariagerfjord	4.0	4.0	4.1	4.1	4.0	3.9	4.0	3.9	4.0	3.9	3.8	3.8	3.7	3.8	3.7	3.8	3.9	3.9	3.7	3.6	3.6	3.6	3.7	3.7	3.7	3.6
Seasonally adjusted figures in percent of the labour force	Morsø	3.2	3.2	3.5	3.4	3.5	3.5	3.5	3.3	3.2	3.5	3.3	3.2	3.0	3.1	3.0	3.0	2.9	3.0	3.0	3.0	3.0	2.9	3.0	3.0	3.0	3.0
Seasonally adjusted figures in percent of the labour force	Rebild	3.4	3.3	3.3	3.3	3.2	3.2	3.1	3.1	3.1	3.0	2.9	2.8	3.0	3.0	3.0	3.0	3.0	3.0	3.1	3.1	3.0	3.0	3.2	3.2	3.2	3.3
Seasonally adjusted figures in percent of the labour force	Thisted	3.2	3.1	3.2	3.3	3.3	3.3	3.2	3.1	3.1	3.1	3.1	3.1	3.1	3.2	3.2	3.1	3.1	3.1	3.2	3.2	3.3	3.3	3.3	3.3	3.2	3.2
Seasonally adjusted figures in percent of the labour force	Vesthimmerlands	4.3	4.0	4.3	4.2	4.1	4.1	3.9	4.0	4.0	4.1	3.9	3.7	3.8	3.8	3.8	3.8	3.9	4.0	3.9	4.0	3.9	3.9	3.9	3.8	3.8	3.7
Seasonally adjusted figures in percent of the labour force	Aalborg	5.3	5.3	5.4	5.4	5.3	5.3	5.3	5.3	5.2	5.1	5.1	5.0	4.9	4.9	4.9	4.9	4.8	4.9	5.1	5.1	5.0	5.0	5.0	5.0	5.1	5.1
Seasonally adjusted figures in percent of the labour force	Unknown municipality	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Seasonally adjusted figures in percent of the labour force	Abroad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Seasonally adjusted	Lemvig	281.2	266.8	260.4	251.0	234.7	247.4	259.9	247.4	247.4	249.1	244.7	261.3	257.4	249.1	252.7	251.9	252.8	252.6	252.3	250.7	259.9	245.8	238.4	241.7	239.1	245.1
Seasonally adjusted	Ringkøbing-Skjern	665.1	682.7	718.3	695.0	715.6	734.7	691.5	690.4	698.6	732.1	722.7	719.7	679.4	660.9	680.3	699.0	683.4	691.6	695.6	708.8	720.4	706.9	714.0	722.6	710.5	721.4
Seasonally adjusted	Skive	643.4	635.5	661.1	651.8	642.8	629.9	665.9	622.5	616.1	607.2	577.3	583.3	561.9	544.6	533.6	537.6	531.2	551.3	598.2	539.1	517.4	508.0	519.5	502.9	502.1	503.6
Seasonally adjusted	Struer	322.9	336.9	339.3	333.5	325.0	319.6	323.5	321.9	326.3	316.0	313.8	323.9	331.1	356.0	358.0	357.8	354.6	356.0	364.6	345.5	348.1	349.3	359.1	348.0	330.8	309.0
Seasonally adjusted	Viborg	1453.4	1428.1	1461.7	1429.6	1430.8	1432.6	1420.4	1424.8	1425.2	1414.5	1392.3	1391.5	1386.3	1414.1	1415.9	1425.6	1420.5	1428.9	1440.1	1444.9	1434.0	1437.4	1457.8	1442.0	1431.6	1399.9
Seasonally adjusted	Region Nordjylland	12576.5	12460.6	12804.9	12686.3	12500.7	12357.4	12283.1	12268.0	12069.1	11983.1	11767.1	11541.4	11410.6	11468.4	11359.7	11307.7	11361.3	11565.7	11788.6	11736.2	11633.0	11626.1	11698.2	11733.7	11703.4	11678.6
Seasonally adjusted	Province Nordjylland	12576.5	12460.6	12804.9	12686.3	12500.7	12357.4	12283.1	12268.0	12069.1	11983.1	11767.1	11541.4	11410.6	11468.4	11359.7	11307.7	11361.3	11565.7	11788.6	11736.2	11633.0	11626.1	11698.2	11733.7	11703.4	11678.6
Seasonally adjusted	Brønderslev	682.7	665.5	689.3	701.7	705.4	674.1	659.0	659.9	645.2	658.8	664.1	642.7	601.6	614.1	597.1	601.3	594.7	609.7	616.8	617.6	624.2	633.0	621.2	625.9	625.3	627.4
Seasonally adjusted	Frederikshavn	1295.6	1269.8	1309.4	1291.8	1241.7	1201.9	1211.5	1233.6	1218.9	1207.5	1165.0	1134.7	1096.1	1149.0	1117.9	1100.4	1114.0	1103.7	1098.0	1105.2	1100.1	1097.5	1088.9	1102.4	1082.7	1060.1
Seasonally adjusted	Hjørring	1364.3	1362.8	1425.9	1362.6	1334.8	1292.6	1260.8	1273.8	1254.4	1201.3	1162.8	1146.2	1150.4	1145.8	1134.2	1142.1	1141.4	1190.9	1228.1	1201.4	1188.9	1199.9	1213.2	1207.5	1201.2	1186.6
Seasonally adjusted	Jammerbugt	650.9	649.1	652.3	616.1	593.5	602.9	630.9	615.4	595.2	587.0	571.4	565.4	553.9	572.6	542.8	518.9	552.2	562.6	563.1	572.5	578.1	593.1	598.2	600.0	598.3	570.8
Seasonally adjusted	Læsø	40.1	42.1	44.5	43.3	44.9	42.0	40.4	45.4	48.3	47.0	45.7	43.4	42.6	43.6	43.3	33.9	36.1	40.9	38.9	45.7	40.0	37.3	38.4	39.6	35.4	34.2
Seasonally adjusted	Mariagerfjord	791.5	783.7	807.7	802.5	779.7	768.6	780.1	777.8	784.6	764.6	746.7	740.6	741.1	749.3	744.2	756.9	767.4	777.4	740.5	720.8	715.3	723.0	728.8	740.3	734.9	719.9
Seasonally adjusted	Morsø	289.4	291.0	314.8	303.6	315.6	310.6	315.6	300.4	284.4	310.5	300.4	286.5	274.9	277.4	271.6	267.9	265.7	276.4	270.8	270.9	272.5	259.3	273.5	273.0	273.7	269.3
Seasonally adjusted	Rebild	500.6	483.4	488.2	484.2	467.3	463.0	447.2	451.2	450.6	445.2	428.4	415.4	437.4	439.6	445.9	437.5	439.7	437.5	451.1	455.1	446.4	448.7	470.0	471.7	474.9	487.7
Seasonally adjusted	Thisted	637.3	627.2	639.6	667.9	666.3	656.2	640.0	630.4	620.2	621.5	624.5	621.4	628.8	637.9	650.3	634.2	632.1	631.4	648.3	649.9	669.4	666.7	668.2	673.8	644.5	637.5
Seasonally adjusted	Vesthimmerlands	731.4	692.0	735.1	725.2	706.0	697.5	673.7	693.0	693.8	706.9	671.2	637.0	655.6	655.1	650.8	659.4	671.1	689.8	683.0	700.7	681.8	674.9	669.4	661.5	650.8	648.5
