sex	age	region	2018M01	2018M02	2018M03	2018M04	2018M05	2018M06	2018M07	2018M08	2018M09	2018M10	2018M11	2018M12	2019M01	2019M02	2019M03	2019M04	2019M05	2019M06	2019M07	2019M08	2019M09	2019M10	2019M11	2019M12	2020M01	2020M02	2020M03	
Men	16-24 years	Region Hovedstaden	1.8	1.9	1.8	1.6	1.4	1.5	1.5	1.5	1.4	1.4	1.4	1.4	1.4	1.5	1.5	1.3	1.2	1.3	1.4	1.4	1.2	1.3	1.2	1.2	1.3	1.4	1.6
Men	16-24 years	Province Byen København	1.3	1.4	1.4	1.2	1.2	1.3	1.4	1.4	1.2	1.3	1.2	1.2	1.2	1.3	1.3	1.3	1.1	1.2	1.4	1.5	1.3	1.3	1.2	1.1	1.2	1.3	1.5
Men	16-24 years	Copenhagen	1.2	1.3	1.3	1.2	1.1	1.2	1.4	1.4	1.2	1.2	1.2	1.1	1.1	1.2	1.3	1.2	1.0	1.2	1.4	1.5	1.3	1.3	1.2	1.1	1.1	1.3	1.5
Men	16-24 years	Frederiksberg	1.7	1.7	1.8	1.6	1.4	1.6	1.6	1.4	1.3	1.5	1.3	1.3	1.3	1.5	1.4	1.3	1.1	1.4	1.6	1.6	1.3	1.3	1.2	1.4	1.3	1.3	1.6
Men	16-24 years	Dragør	1.5	1.0	0.8	0.8	0.3	0.3	0.8	0.7	1.0	1.1	1.1	1.5	0.8	1.6	2.0	1.5	1.3	1.3	1.0	1.1	0.8	1.1	1.0	1.1	1.3	1.5	1.7
Men	16-24 years	Tårnby	2.9	2.6	2.3	2.1	1.9	1.7	1.9	1.9	2.1	1.8	2.0	1.9	1.8	2.1	1.9	1.9	1.9	1.5	1.4	1.0	1.2	1.6	1.3	1.6	1.4	1.4	1.8
Men	16-24 years	Province Københavns omegn	2.2	2.3	2.2	2.1	1.7	1.7	1.6	1.5	1.4	1.4	1.5	1.5	1.5	1.6	1.6	1.4	1.2	1.3	1.4	1.4	1.2	1.2	1.3	1.3	1.4	1.5	1.6
Men	16-24 years	Albertslund	2.0	2.1	1.8	1.9	1.9	1.9	1.7	1.2	1.2	1.4	1.6	1.3	1.9	1.4	1.2	1.3	1.3	1.0	1.5	1.6	1.2	1.4	1.7	2.0	2.2	2.4	2.7
Men	16-24 years	Ballerup	2.5	2.6	2.4	2.2	2.0	1.9	1.5	1.4	1.3	1.4	1.6	1.5	1.3	1.5	1.7	1.7	1.3	1.5	1.2	1.6	1.6	1.4	1.8	1.7	1.8	1.9	1.8
Men	16-24 years	Brøndby	2.7	2.7	2.2	2.2	1.9	1.7	1.9	2.1	1.8	1.8	1.7	1.4	1.4	1.6	2.1	1.8	1.7	1.9	2.1	1.5	1.1	1.4	0.9	1.2	1.3	1.7	2.1
Men	16-24 years	Gentofte	2.1	2.1	2.1	2.2	1.6	1.7	1.6	1.3	1.1	1.1	1.1	1.1	1.4	1.2	1.4	1.5	1.2	1.3	1.5	0.9	0.7	0.7	0.7	0.7	0.7	0.7	0.8
Men	16-24 years	Gladsaxe	1.7	1.7	1.7	1.5	1.2	1.4	1.2	1.1	1.2	1.2	1.2	1.2	1.3	1.4	1.4	1.0	0.8	0.8	0.9	1.0	0.9	0.9	0.7	0.7	0.7	0.7	0.9
Men	16-24 years	Glostrup	2.4	2.6	2.3	3.2	3.1	2.7	2.5	2.0	1.7	2.1	1.9	1.9	2.7	2.5	1.9	1.5	1.8	1.6	1.8	2.0	1.8	2.2	2.5	1.8	1.9	2.0	2.3
Men	16-24 years	Herlev	2.6	2.9	2.8	3.1	2.3	2.2	1.1	1.7	1.6	1.9	1.9	1.7	1.5	1.9	2.3	2.3	1.4	1.6	1.7	1.7	1.3	1.4	1.5	1.7	1.8	2.0	2.1
Men	16-24 years	Hvidovre	1.8	1.7	1.6	1.0	0.8	0.8	0.9	0.8	0.9	1.1	1.3	1.6	1.6	1.8	1.6	1.2	1.1	1.1	1.6	1.7	1.5	1.5	1.3	1.5	1.6	1.5	1.4
Men	16-24 years	Høje-Taastrup	2.6	2.8	2.9	2.6	2.0	2.0	2.2	2.3	1.7	2.0	2.3	2.4	2.1	2.0	1.8	1.7	1.7	1.6	1.6	1.5	1.3	1.3	1.4	1.3	1.2	1.5	1.9
Men	16-24 years	Ishøj	3.1	3.0	2.8	2.8	2.2	1.9	1.5	2.2	2.3	2.0	2.1	2.0	2.0	2.0	1.7	1.6	1.3	1.7	2.1	2.2	1.7	1.5	2.0	2.1	2.2	2.5	2.5
Men	16-24 years	Lyngby-Taarbæk	1.8	2.2	2.1	1.8	1.8	1.4	1.5	1.5	1.1	1.0	0.9	0.6	0.7	0.9	1.0	0.8	0.9	1.0	0.8	1.0	0.8	0.8	0.9	1.0	1.2	1.0	1.2
Men	16-24 years	Rødovre	2.6	2.8	2.6	2.1	1.5	1.9	1.9	2.1	1.8	1.6	1.6	2.1	1.9	1.9	1.7	1.5	1.4	1.4	1.6	2.0	1.5	1.8	1.7	1.6	2.1	2.1	2.2
Men	16-24 years	Vallensbæk	1.9	2.0	2.4	1.8	1.4	1.2	1.1	1.1	1.4	1.3	0.9	0.9	1.1	1.4	1.4	0.7	0.7	0.3	0.4	0.9	0.9	0.9	1.3	1.1	1.4	1.6	2.1
Men	16-24 years	Province Nordsjælland	2.1	2.2	2.0	1.8	1.6	1.7	1.5	1.6	1.5	1.6	1.6	1.5	1.5	1.6	1.6	1.4	1.3	1.3	1.3	1.2	1.1	1.2	1.2	1.2	1.3	1.5	1.7
Men	16-24 years	Allerød	1.8	1.7	1.2	1.3	1.3	1.2	0.7	1.1	1.5	1.6	1.4	1.3	0.8	0.9	0.8	1.0	1.0	0.7	0.3	0.4	0.5	0.6	0.6	0.6	0.4	0.5	0.5
Men	16-24 years	Egedal	2.0	2.0	2.1	2.0	1.9	1.9	1.9	1.8	1.6	1.9	1.8	1.9	1.7	1.5	1.5	1.6	1.7	1.5	1.0	1.3	1.2	1.6	1.2	1.0	1.1	1.4	1.7
Men	16-24 years	Fredensborg	2.6	2.7	2.2	1.6	1.8	1.7	1.7	1.2	1.6	1.7	1.6	1.4	1.2	1.6	1.4	1.0	1.0	0.9	1.5	1.3	1.1	1.0	0.8	0.8	0.9	1.0	1.0
Men	16-24 years	Frederikssund	2.5	2.8	2.8	2.7	2.2	2.3	1.8	2.1	1.7	1.8	1.7	1.6	1.5	1.7	1.9	1.5	1.8	1.9	1.6	1.1	1.3	1.3	1.5	1.9	1.9	1.8	2.0
Men	16-24 years	Furesø	1.7	1.7	1.7	1.6	1.4	1.6	1.4	1.7	1.5	1.1	1.0	0.7	1.0	1.0	0.8	1.0	0.9	1.0	0.8	0.7	0.3	0.8	0.9	1.1	1.0	0.9	1.1
Men	16-24 years	Gribskov	1.6	1.5	1.6	1.7	1.2	1.2	1.1	1.0	1.3	1.2	1.2	1.2	1.2	0.9	1.2	1.2	1.1	1.0	0.8	0.9	1.3	1.0	1.1	1.3	1.1	1.5	1.7
Men	16-24 years	Halsnæs	3.1	3.7	3.4	2.8	2.9	3.2	3.4	3.6	3.3	3.2	2.9	2.7	2.9	2.9	2.7	2.1	1.8	2.0	2.0	1.9	1.5	1.5	1.5	1.8	2.4	2.3	2.3
