region	sex	age	2018M01	2018M02	2018M03	2018M04	2018M05	2018M06	2018M07	2018M08	2018M09	2018M10	2018M11	2018M12	2019M01	2019M02	2019M03	2019M04	2019M05	2019M06	2019M07	2019M08	2019M09	2019M10	2019M11	2019M12	2020M01	2020M02	2020M03	
All Denmark	Men	16-24 years	2.4	2.5	2.5	2.2	2.0	1.9	2.0	2.0	1.8	1.9	1.9	1.9	1.9	2.1	2.0	1.8	1.6	1.7	1.8	1.8	1.6	1.7	1.7	1.7	1.8	2.0	2.1
All Denmark	Men	25-29 years	6.6	6.9	6.6	5.9	5.4	5.5	6.4	6.2	5.7	5.7	5.6	5.7	6.1	6.4	6.1	5.6	5.2	5.4	6.4	6.2	5.6	5.7	5.7	5.8	6.3	6.5	6.9
All Denmark	Men	30-39 years	5.1	5.2	5.1	4.6	4.4	4.2	4.1	4.2	4.1	4.2	4.2	4.4	4.7	4.8	4.6	4.1	4.0	4.0	3.9	4.1	4.0	4.1	4.2	4.4	4.7	4.8	5.2
All Denmark	Men	40-49 years	3.5	3.6	3.5	3.1	2.9	2.8	2.5	2.7	2.7	2.8	2.8	3.0	3.2	3.2	3.1	2.7	2.6	2.6	2.3	2.5	2.6	2.6	2.7	2.9	3.1	3.1	3.4
All Denmark	Men	50-59 years	3.7	3.6	3.6	3.0	3.0	2.7	2.4	2.6	2.7	2.8	3.0	3.2	3.5	3.4	3.3	2.9	2.8	2.7	2.4	2.6	2.7	2.8	3.0	3.2	3.5	3.5	3.7
All Denmark	Men	60 year and over	3.8	3.8	3.7	3.1	3.2	3.0	2.7	2.9	3.1	3.3	3.5	3.7	3.7	3.8	3.6	3.2	3.3	3.2	2.8	3.1	3.2	3.4	3.6	3.9	4.2	4.2	4.6
All Denmark	Women	16-24 years	2.4	2.5	2.3	2.1	2.0	2.1	2.3	2.2	2.0	2.0	1.9	1.8	2.0	2.1	2.0	1.8	1.7	1.9	2.2	2.1	1.8	1.8	1.7	1.6	1.8	1.9	2.0
All Denmark	Women	25-29 years	8.0	8.2	7.6	7.1	7.0	7.3	8.6	8.4	7.7	7.7	7.4	7.3	7.8	8.1	7.6	7.0	6.8	7.4	8.9	8.6	7.9	7.8	7.5	7.3	8.0	8.2	8.3
All Denmark	Women	30-39 years	6.0	5.9	5.7	5.4	5.6	5.6	5.2	5.6	5.5	5.6	5.5	5.5	5.7	5.6	5.5	5.1	5.4	5.4	5.1	5.5	5.4	5.4	5.5	5.5	5.7	5.7	6.1
All Denmark	Women	40-49 years	3.7	3.6	3.4	3.2	3.3	3.2	2.7	3.1	3.1	3.2	3.2	3.2	3.4	3.3	3.2	2.9	3.0	3.0	2.6	3.0	3.0	3.0	3.1	3.2	3.3	3.2	3.5
All Denmark	Women	50-59 years	3.5	3.3	3.1	2.8	3.0	2.9	2.5	2.7	2.9	3.0	3.0	3.1	3.3	3.2	3.0	2.7	2.9	2.8	2.4	2.7	2.8	2.9	2.9	3.0	3.2	3.1	3.4
All Denmark	Women	60 year and over	3.4	3.4	3.2	2.9	3.4	3.2	2.8	3.0	3.2	3.4	3.4	3.5	3.4	3.3	3.3	3.0	3.3	3.3	3.0	3.3	3.5	3.6	3.7	3.8	3.9	3.8	4.0
