seasonal adjustment and actual figures	benefits, sex and age	2018M01	2018M02	2018M03	2018M04	2018M05	2018M06	2018M07	2018M08	2018M09	2018M10	2018M11	2018M12	2019M01	2019M02	2019M03	2019M04	2019M05	2019M06	2019M07	2019M08	2019M09	2019M10	2019M11	2019M12	2020M01	2020M02	2020M03	
Seasonally adjusted figures in percent of the labour force	16-24 years	2.4	2.3	2.3	2.3	2.2	2.2	2.1	2.1	2.1	2.1	2.0	2.0	2.0	1.9	1.9	1.9	1.9	1.9	2.0	1.9	1.9	1.8	1.8	1.8	1.8	1.8	2.0
Seasonally adjusted figures in percent of the labour force	25-29 years	7.2	7.2	7.2	7.1	7.0	7.0	7.0	7.0	6.9	6.9	6.8	6.8	6.8	6.8	6.8	6.8	6.8	7.0	7.0	7.0	6.9	6.9	7.0	7.0	7.0	7.0	7.8
Seasonally adjusted figures in percent of the labour force	30-39 years	5.3	5.3	5.3	5.3	5.3	5.2	5.1	5.1	5.1	5.1	5.0	5.0	4.9	4.9	4.9	4.9	4.9	5.0	5.0	5.0	4.9	4.9	5.0	5.0	4.9	4.9	5.5
Seasonally adjusted figures in percent of the labour force	40-49 years	3.3	3.3	3.4	3.3	3.3	3.2	3.2	3.1	3.1	3.1	3.1	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.9	3.3
Seasonally adjusted figures in percent of the labour force	50-59 years	3.2	3.1	3.2	3.2	3.1	3.1	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.4
Seasonally adjusted figures in percent of the labour force	60 years and more	3.3	3.3	3.4	3.3	3.3	3.3	3.3	3.3	3.4	3.4	3.5	3.5	3.2	3.3	3.3	3.3	3.4	3.4	3.5	3.5	3.6	3.6	3.7	3.7	3.7	3.7	4.2
Seasonally adjusted	16-24 years	9638.4	9425.2	9323.1	9091.1	8889.2	8689.4	8585.6	8567.7	8417.5	8267.3	8115.9	7866.7	7890.2	7812.8	7685.6	7566.1	7590.5	7819.1	7931.2	7588.6	7508.6	7447.2	7341.9	7105.6	7192.5	7182.2	7880.4
Seasonally adjusted	25-29 years	21625.6	21420.8	21535.2	21264.0	21053.1	20955.0	20921.3	20895.9	20798.2	20701.2	20453.9	20381.6	20448.5	20351.5	20497.1	20470.4	20352.8	20883.4	21071.3	20953.8	20740.1	20735.0	20849.7	20817.5	20884.6	20847.1	23232.4
Seasonally adjusted	30-39 years	30132.5	29873.5	30237.2	30138.5	29815.9	29396.4	29148.1	29088.2	28960.8	28759.4	28423.3	28209.0	27888.5	27846.5	27966.1	27776.8	27964.5	28211.0	28217.6	28233.7	28031.6	27997.2	28106.7	28108.1	28051.6	27741.3	31494.6
Seasonally adjusted	40-49 years	21977.3	21840.9	22117.9	21907.2	21609.7	21259.0	20771.2	20564.6	20392.9	20347.1	20182.9	20005.2	19834.6	19785.0	19814.3	19662.3	19574.7	19828.0	19809.2	19724.0	19686.3	19506.8	19502.9	19504.1	19382.0	19266.2	21886.5
Seasonally adjusted	50-59 years	21057.7	20713.0	21225.5	20983.8	20668.0	20222.9	19993.5	19991.6	19912.2	19923.7	19829.3	19839.3	19668.5	19661.1	19721.2	19642.2	19698.1	19955.3	19950.5	19835.9	19841.0	19644.6	19703.4	19691.2	19618.7	19578.0	22433.4
Seasonally adjusted	60 years and more	7400.4	7385.6	7472.1	7387.0	7388.0	7298.4	7280.1	7386.0	7510.1	7631.6	7690.9	7796.1	7838.5	7936.6	8060.9	8062.1	8134.8	8335.1	8470.6	8600.0	8688.1	8819.6	8917.2	8957.5	8982.1	8997.7	10119.0
Enumerated actual figures  in percent of the labour force	16-24 years	2.5	2.6	2.5	2.2	2.0	2.1	2.2	2.2	1.9	2.0	1.9	1.9	2.1	2.2	2.0	1.8	1.7	1.9	2.1	2.0	1.7	1.8	1.7	1.7	1.9	2.0	2.1
Enumerated actual figures  in percent of the labour force	25-29 years	7.6	7.7	7.3	6.7	6.4	6.7	7.7	7.4	6.8	6.8	6.6	6.6	7.2	7.4	6.9	6.4	6.1	6.6	7.8	7.5	6.8	6.8	6.7	6.7	7.3	7.5	7.8
Enumerated actual figures  in percent of the labour force	30-39 years	5.7	5.7	5.6	5.2	5.1	5.0	4.8	5.0	4.9	5.0	5.0	5.1	5.3	5.3	5.1	4.7	4.8	4.8	4.6	4.9	4.8	4.9	4.9	5.1	5.4	5.3	5.8
Enumerated actual figures  in percent of the labour force	40-49 years	3.7	3.7	3.6	3.2	3.2	3.1	2.7	3.0	3.0	3.0	3.1	3.2	3.4	3.3	3.2	2.9	2.9	2.9	2.6	2.9	2.9	2.9	3.0	3.1	3.3	3.3	3.6
Enumerated actual figures  in percent of the labour force	50-59 years	3.7	3.6	3.5	3.0	3.1	2.9	2.5	2.7	2.8	3.0	3.1	3.2	3.5	3.4	3.2	2.8	2.9	2.8	2.5	2.7	2.8	2.9	3.0	3.2	3.5	3.4	3.7
Enumerated actual figures  in percent of the labour force	60 years and more	3.7	3.7	3.6	3.1	3.4	3.2	2.8	3.0	3.2	3.4	3.5	3.7	3.6	3.6	3.5	3.1	3.4	3.3	3.0	3.2	3.4	3.6	3.7	3.9	4.2	4.1	4.4
Enumerated actual figures	16-24 years	10212.4	10434.4	9973.3	8971.1	8212.7	8441.3	8949.8	8732.4	7820.0	7874.1	7782.5	7661.7	8401.5	8691.5	8230.2	7375.0	6885.8	7525.4	8426.4	7910.2	7008.3	7102.0	6966.6	6848.0	7682.8	8029.4	8452.0
Enumerated actual figures	25-29 years	22643.6	23129.9	21935.8	20094.4	19044.0	19918.9	22900.7	22144.1	20423.8	20376.6	19789.4	19797.7	21435.9	22004.4	20778.1	19143.6	18249.4	19836.5	23292.2	22541.8	20472.6	20429.9	20100.4	20129.1	21859.5	22518.7	23317.4
Enumerated actual figures	30-39 years	32612.4	32244.7	31662.1	29258.7	29110.3	28423.7	27071.3	28532.5	28043.0	28294.8	28320.7	28826.7	30235.1	30064.9	29127.9	26896.2	27178.0	27186.2	26236.9	27865.4	27154.9	27540.5	28029.6	28758.8	30467.5	30302.5	32670.8
Enumerated actual figures	40-49 years	24593.2	24150.0	23533.0	21179.8	21267.2	20287.6	17687.8	19545.0	19665.9	19960.0	20363.9	21031.1	22228.6	21910.5	21106.7	18959.2	19216.7	18849.8	16783.2	18784.6	18955.8	19132.3	19669.1	20600.1	21856.9	21399.5	23334.8
Enumerated actual figures	50-59 years	24411.1	23579.3	22916.7	19933.6	20331.7	18946.2	16523.2	18100.8	18813.5	19561.8	20227.1	21355.3	22808.0	22393.7	21304.8	18640.9	19373.9	18623.5	16428.0	17950.4	18748.5	19231.4	20063.9	21296.2	22887.3	22402.6	24249.3
Enumerated actual figures	60 years and more	8291.2	8185.7	7993.7	6958.6	7490.9	7082.2	6230.9	6758.3	7133.1	7514.9	7829.0	8225.3	8801.0	8820.8	8595.4	7606.1	8226.3	8061.3	7219.0	7846.4	8243.7	8694.1	9082.1	9492.1	10124.9	10015.8	10781.9
