url,title,article
"https://timesofindia.indiatimes.com/city/delhi/fall-in-cases-of-domestic-violence-delhi-commission-for-women/articleshow/75313082.cms
",Fall in cases of domestic violence: Delhi Commission for Women,"NEW DELHI: Delhi Commission for Women on Wednesday said that contrary to reports by National Commission for Women, there has been a sharp decline in the number of domestic violence cases and distress calls on their 181 helpline number. Latest CommentComplete your profile if you haven’t already to get 125 POINTS INSTANTLY on TimesPoints first. !Vikram Singh GandhiSee All CommentsAdd commentDelhi Women and Child Development minister Rajendra Pal Gautam had held a meeting with DCW chief Swati Maliwal, along with other members of the ministry, to discuss the notice issued by the Union body NCW, which reported a spike in domestic violence cases in Delhi. “It may be that the cases have increased but women are unable to report as the abuser is staying with them all the time under lockdown,” Gautam said. "
"https://timesofindia.indiatimes.com/city/delhi/delhi-3rd-in-domestic-violence-cases-study/articleshow/75783171.cms
",Delhi third in domestic violence cases: Study,"NEW DELHI: Delhi recorded the highest number of domestic violence cases during the nearly two-months-long lockdown period, lagging behind only Uttarakhand and Haryana. In a first of its kind effort to document who needed legal aid during the lockdown, the National Legal Services Authority (NALSA) has documented cases till May 15 under various categories, including domestic violence, in which Delhi saw 63 cases where distraught women reached out to counsellors seeking immediate help. NALSA, that reports to its executive chairman, Supreme Court Justice N V Ramana, compiled the paper after collecting data from 28 different State Legal Services Authorities (SLSAs). On domestic violence, the report shows only Uttarakhand (144) and Haryana (79) are the two full fledged states that witnessed more cases of domestic violence than the capital during lockdown. Detailing the break up of legal help extended, the report says NALSA units reached out to tenants facing eviction, migrants, labourers denied wages and prisoners. For instance, around 60,000 inmates (under trial prisoners and convicts) were released on bail or parole during the lockdown, in a bid to decongest jails to lower coronavirus threat where NALSA and state units played an active role. As per the report, a total of 42,259 undertrial prisoners were released from jails across the country during the lockdown period where Uttar Pradesh released highest number of 9,977. Delhi’s legal aid services worked to secure release of 2,177 UTPs and 1,010 convicts, apart from deputing legal aid lawyers for 250 newly arrested persons at remand stage. Top CommentDoes this list includes domestic violence against man as well.  Please don't laugh by reading my statement but it's true.  There are numerous instances in india where laws for women protection were m...Read MoreKuldeep SinghSee All CommentsAdd commentThe report said due to extraordinary times, extraordinary measures were taken and pointed out that legal representation has also been provided to 9,558 persons at the remand stage in different States and Union Territories across the country. NALSA says during the lockdown period, several poor and needy persons approached it with grievances relating to denial of wages/salaries by employers on behalf of themselves as well as, other daily wagers. “Out of the same, 1,822 people were provided with legal aid and assistance by the Legal Services Authorities. The highest number of such cases were reported in Uttarakhand (226) followed by Haryana (221), Punjab (166), Himachal Pradesh (77) and Mizoram (38). Legal aid and assistance was provided in all such cases,” it said, adding that legal aid and assistance was provided to 1,018 people of Bihar. "
"https://timesofindia.indiatimes.com/city/shimla/covid-19-lockdown-domestic-violence-cases-shoot-up-in-himachal-pradesh/articleshow/75139001.cms
",Covid-19 lockdown: Domestic violence cases shoot up in Himachal Pradesh,"SHIMLA: During the lockdown and curfew, instances of domestic violence has witnessed a spurt in Himachal Pradesh. Though such instances are being reported from all the districts but in Kangra district administration has appointed nodal officers to attend distress calls and to take appropriate actions with the help of police. District Magistrate, Kangra, Rakesh Kumar Prajapati has appointed the chief development projects officers (CDPOs) of ICDS projects as nodal officers to receive the calls of distress from victims of domestic violence. DGP, Himachal Pradesh, S R Mardi said that cases of domestic violence have increased during the lockdown and curfew period. He said that people should try to adjust with each other at this critical juncture and should maintain balance by exercising restrain. “Many cases of domestic violence/abuse are being reported during the period of lockdown since the abuser/perpetrator and the victim may have been confined within the same physical space due to the imposition of curfew,” said the order issued on Sunday by Kangra District Magistrate Rakesh Kumar Prajapati. It said that the mobility of the victims and their access to the system of redressal has also been limited due to the situation of lockdown and curfew in public places. In exercise of powers vested in him under Section 34 of Disaster Management Act,2005, Rakesh Kumar Prajapati has ordered for the appointment of CDPOs as nodal officers to attend the distress calls from victims till further orders. He said that complaints received by the nodal officer shall be dealt with as per the provisions of the Protection of Women from Domestic Violence Act, 2005 and they shall render all possible assistance to the victim in coordination with the police department. “Due to the gravity and extraordinary nature of the situation, it is further directed that nodal officers shall attend to all such calls received on their numbers notified as part of the district helpline and they shall not switch off or render unavailable or change the notified number at any time,” order added. Through the order, District Magistrate has warned that any officer contravening this order shall be liable for prosecution under section 51 of the Disaster Management Act 2005 beside disciplinary action. "
"https://timesofindia.indiatimes.com/city/raipur/raipur-polices-chuppitod-campaign-to-deal-with-domestic-violence-survivors/articleshow/75714642.cms
",Raipur police's 'Chuppitod' campaign to deal with domestic violence survivors,"RAIPUR: Raipur police's unique ‘Chuppitod’ campaign to deal with domestic violence during the lockdown has disposed of over 995 cases, including 128 cases from men. The viral toll-free numbers of the campaign on social media has also given assistance to people in other states to call up and inform the crime to police. Team of cops is trying to contact all complainants in past three years to check about their well-being during the lockdown. Launched on April 24, the campaign is gearing up people to approach the Chuppitod desk on its helpline numbers. According to Raipur SSP Arif Sheikh, ""The uniqueness of the campaign is that the records of the last three years related to domestic violence are checked and police are tapping on each survivor to know about their well-being. The period of lockdown has triggered a lot of disappointment on human psychology and suppressed anger is coming to the surface, leading to domestic violence and quarrels in families."" ""So, it is important to know if other survivors are doing well. Of the previously registered 1,500 cases, police have contacted 995 survivors of the domestic violence in the past few days and the victims ensure they are doing well. Besides the calls, we are receiving there are complaints received from the previous cases as well when tapped on them,"" Sheikh said. Over 55 cases have been reported via WhatsApp and calls since the launch of campaign and were dealt by the team of cops and experts by visiting their homes and counselling to settle the matter. Nearly two FIRs were lodged and preventive action was taken against five. It came as a surprise when the team received calls from Gujarat, Uttar Pradesh and Rajasthan also. Complainants told that they came to learn about the campaign and helpline number through the social media. They were counselled over phone and their cases were forwarded to their respective police stations in their towns. There are cases where landlady or neighbours called up the police team to inform about the domestic violence incidents on a woman by in-laws or husband and action was taken against them. The SSP said, ""As we receive complaint, we first try to counsel over phone, then we go to the spot and initiate counselling and decipher the seriousness of situation. If the case is very serious and it seems it's a threat to the safety of survivor, a case is registered and further action is taken."" When men contact with complaints, it majorly covers the quarrel over frustration of being locked at home. When the wives threaten of committing suicide or behave strange, men contact police in hurry. They have been contacting the Chuppitod desk on its helpline numbers--0771-4247110, 9479190167 or Whatsapp on 9479191250. "
"https://timesofindia.indiatimes.com/city/chandigarh/domestic-violence-cases-shoot-up-in-punjab/articleshow/75132410.cms
",Domestic violence cases shoot up in Punjab,"CHANDIGARH: The number of domestic violence cases has witnessed a spurt in Punjab after the curfew was imposed from March 23. Manisha Gulati, chairperson of the Punjab women commission, said the commission has received at least 22 complaints through email since the curfew came into effect. This was not the case earlier She said apart from calls to the police helpline numbers, she was also receiving at least one call daily on her mobile number. In view of the increasing domestic violence cases, the state women commission has now launched a domestic violence helpline-cum-WhatsApp number i.e. 7814103253. Those in need of help can also send email on punjabwomencommission@gmail.com. Gulati said she is making arrangements for at least one or two staff members of the commission to start going to the office from Wednesday. ""The major problem is that all the male members of the family are stuck in their homes. A little stress in the relationship can now take a toll which can lead to depression, anxiety, physical violence or even suicide,"" said the chairperson. Such a situation has made it difficult for victims to stay at home. She said most of the complaints being received by the commission are from well educated women. ""Imagine the condition of women living in villages and who do not have access to mobile or email since they cannot even send a letter to the commission's address because of the curfew,"" says Gulati. The commission used to receive an average of 50 complaints per day through letters from various parts of the state before the curfew was imposed. Latest Commentwith husbands at home, they find difficult to meet their paramour...RewardingSee All CommentsAdd commentAsked as to where should a male approach if he is the victim of domestic violence, Gulati replied, ""They can approach us on our helpline number and we will definitely help them."" Gulati received a call on Monday from a well-educated woman from Kapurthala who was thrown out of her house by her in-laws demanding dowry. ""A few days ago, a woman committed suicide in Pathankot in a domestic violence case,"" she added. The commission is trying to provide online counselling to the victims and her family members during the curfew and take the help of police where needed. "
"https://timesofindia.indiatimes.com/city/bhubaneswar/odisha-police-to-call-up-victims-of-domestic-violence-to-know-their-well-being/articleshow/75217172.cms
",Odisha police to call up victims of domestic violence to know their well-being,"BHUBANESWAR: The Odisha police have decided to launch a ‘phone-up’ programme where cops will call up women, who were earlier subjected to domestic violence, and verify their well-being during the lockdown period. The novel initiative was conceptualized after chief minister Naveen Patnaik on Tuesday expressed concern over rising incidents of domestic violence in the country and asked police to take stringent action against the culprits. DGP Abhay said the “phone-up programme” will be implemented through the state level call centre of state crime records bureau (SCRB). Notably, the call centre was set up at SCRB here last year under the state government’s Mo Sarkar (my government) initiative to receive feedback from complainants about police conduct and service in police stations across the state. Police sources said the SCRB call centre has already retrieved FIRs, related to domestic violence of 2018, 2019 and 2020 (till now). “We will make telephone calls to the victims of domestic violence and find out their well-being. If we find that they continue to undergo torture or harassment in houses, we will send police officers of the concerned areas for verification. SCRB call centre will intimate such matters to deputy superintendents of police or additional superintendents of police of investigation unit for crime against women (IUCAW) for follow-up action,” another senior police officer said. After Naveen’s concern, Odisha police have started providing services to victims of domestic violence at doorstep. Police personnel have been collecting complaints from the victims from their homes and delivering FIR copies to them at doorstep. The state women and child development department on Wednesday launched a WhatsApp number (7205006039) to report domestic violence cases. The state commission for women (SCW) too on Thursday came up with its helpline number (8763543013) to address the issues of women facing domestic violence. "
"https://timesofindia.indiatimes.com/city/thiruvananthapuram/steep-increase-in-domestic-violence-cases/articleshow/75875331.cms
",Steep increase in domestic violence cases,"THIRUVANANTHAPURAM: Figures from multiple women facilitation centres dealing with domestic violence and sexual harassment show that there has been a steep increase in the number of reported incidents during the lockdown period. The calls and complaints received in the toll-free numbers of Mitra, Sakhi one-stop centre, women’s commission, and Mahila Samakhya, reporting domestic violence, have shown a substantial increase as per figures compiled by the women and child development department. In 181 Mitra, which is the national toll-free number, the calls made and cases registered have doubled since March. While 220 calls were made to the number in March and 56 cases registered, the figures for April are 507 and 132 respectively. In Sakhi one-stop centre, 60 cases of domestic violence were reported between March 24 and April 21. In the next eight days, it shot up by 37 cases taking the total figure to 97. The cases that came to women’s commission also shows that domestic violence has been on the rise during this period. Of the 321 cases that came before the commission in April, 57 were domestic violence cases. According to Biju Prabhakar, secretary of social justice and women and child development, the main reason for such an increase, mostly in rural pockets, is the improper functioning of the 129 women service centres and district women protection offices that offer psycho-social counselling, legal advice, during the lockdown. However, a detailed study from the Kerala Institute of Local Administration (KILA) suggests there are other reasons too. KILA analysed complaints received from March 23 to April 18 and has found financial insecurity during the lockdown to be a reason. Based on 'field-level verification', the study also states that several cases were not reported to helpline numbers. The KILA study says due to curbs on movement during the lockdown, women who faced such violence could not take shelter elsewhere. Also, as they were constantly monitored at home, they could not call the helpline. A dip in cases registered under section 498A IPC for cruelty by husband or relatives substantiate these findings. Only 17 such cases were registered between March 24 and April 14. It was 155 during the same period last year. "
"https://timesofindia.indiatimes.com/city/chennai/state-to-check-on-victims-of-domestic-violence/articleshow/75018292.cms
",Tamil Nadu to check on victims of domestic violence,"CHENNAI: The state commission for women has directed the social welfare department to keep tabs during the lockdown on women in the city who had earlier complained about domestic violence. The commission and social workers are on alert as the exclusive helpline for women, 181, has received only four calls in the last 12 days from women in the city, when it normally gets 15-20 calls a day. The commission has asked the department to ensure that social workers provide shelter, medical aid or counselling to victims of violence and also to ensure that all one-stop centres are well equipped to take care of those in need. “We don’t know how many women are comfortable seeking help since they are stuck with their families all day inside their homes and don’t know how to seek help during these times,” said Kannagi Packianathan, chairperson of the commission.  “We are now following up on women who had previously complained of abuse, just to ensure they are alright,” said a social welfare department source. Women’s organisations said they too have not received any complaints from women since the shutdown. “They usually come to us when their spouses or families are away from home or when they are alone. But now they are not,” said R Geeta, an adviser to the unorganised workers federation. “And this is also a time when lack of money or unemployment can create more tensions and conflicts in a household and usually it’s the woman who bears the brunt,” said Geeta. Top Commentif domestic violence has reduced that is because TASMAC is closed.KSee All CommentsAdd comment“Or maybe women are not seeking help because they are happy that their spouses are standing by them during these turbulent times. This is another possibility,” said Sujata Mody, president of Penn Thozhilalargal Sangam. She too did not receive any complaint but pointed to cases where women said that their spouses were now sober and more responsible at home. “Low reporting does not necessarily indicate more violence. It’s high time that we stop thinking that only men from the working-class are capable of inflicting violence on their women,” she said. "
"https://timesofindia.indiatimes.com/city/kochi/kerala-counsellors-witness-spike-in-domestic-violence-cases/articleshow/74992425.cms
",Kerala: Counsellors witness spike in domestic violence cases,"KOCHI: Around 5,000 persons were given counselling by staff of district mental health programme since Covid-19 cases started to report from the state. In the beginning, counselling was limited to those under quarantine. Now, authorities plan to give counselling to many groups, including guest workers, as well. As part of the move, authorities are recruiting those who are fluent in Hindi. The number of cases handled by the staff of district mental health programme was just two or three in the initial days of February. Now, the number has increased to around 700 per day. At least two cases of domestic violence are reported every day at the control centre run by district mental health programme staff. ""Domestic abuse cases are mainly induced by alcohol. So, we have to treat the alcoholic and also sort out the domestic abuse issues,"" said district mental health programme (Ernakulam) nodal officer Dr Soumya Raj. ""Cases of those with withdrawal symptoms also are reported on a daily basis. Many such persons are approaching nearest public health centres and they are given drugs from there. In certain cases, it will require consultation of psychiatrist. Some of them will have to be admitted with Vimukthi centres, which are deaddiction centres run by us. There are around 20 persons admitted with these centres with alcoholism,"" she said. There are counsellors to take care of the cases of children with special needs and those who are already under psychiatric treatment. ""The children with special needs are being taken care of by those who have experience in handling such cases. Now, there is telemedicine facilities. Those require counselling can log on to https://coronahelpdeskekm.deienami.com. Once logged in, there is an option - Open a Ticket. By clicking on it and opting for counselling, a person can avail the services of our counsellors. They should provide their names and mobile numbers. Then, the details will automatically be channelized to our counsellors,"" Dr Raj said. Around 160 counsellors are associated with the district mental health programme. "
"https://timesofindia.indiatimes.com/city/delhi/now-visit-mother-dairy-booth-to-report-domestic-abuse/articleshow/75984584.cms
","Delhi: Now, visit Mother Dairy booth to report domestic abuse","NEW DELHI: Mother Dairy outlets and chemist shops, which have remained open throughout the Covid-19 lockdown in the capital, are now also serving as centres for women to silently report domestic abuse. With the domestic abuse cases in Delhi nearing 100 during the lockdown, Delhi State Legal Services Authority (DSLSA) has chosen these places among others to spread awareness about its helpline number and also to allow a victim of domestic violence to pass on the information discreetly. National Legal Services Authority (NALSA) had recently come out with a report which revealed that Delhi had the third highest number of domestic violence cases in the country till mid-May. “In the pre-lockdown period, the victims would come to us to report. But now, we are trying to reach out to them at their doorstep. Once we receive a complaint or a call on our helpline number, our counsellors speak to both the victim and the abuser. But if the abuser is not willing to speak or is evasive, we depute a lawyer who files a petition in court on behalf of the victim,” said DSLSA member secretary Kanwal Jeet Arora. According to DSLSA, Mother Dairy booths and chemist shops are present in every locality of the city. Women frequent milk booths and pharmacy shops which have remained functional during the lockdown and hence these were chosen as centres to report domestic abuse. A similar tie-up with anganwadi and ASHA workers to report local domestic violence cases has yielded positive results. DSLSA chairperson Justice Hima Kohli last week made the reporting mechanism more robust by starting a mobile application that is available for download on android platform. Termed ‘Vidhik Sewa,’ the app intends to provide free legal aid to domestic violence victims among others. “Once the app is downloaded, the woman can register her details and write to us about the alleged abuse or violence. We will reach out to her through telecounselling,” Arora told TOI. Last month, the authority had informed the high court that it had started a toll-free helpline number 1516 with a view to help vulnerable sections of society and another WhatsApp number 9667992802 wherein any victim of domestic violence could approach it through SMS or by just giving a missed call. The victim would be contacted and provided legal aid and advice. "
