,index,GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,CAMEOCodeDescription,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,title
0,25090,896079819,19200101,192001,1920,1920.0027,ELI,RETIRED,,,,,,ELI,,,,,,,,,,,,,0,192, Occupy territory,192,19,4,-9.5,4,1,4,-6.47668393782384,4,"Pune, Maharashtra, India",IN,IN16,70178.0,18.5333,73.8667,-2108361,0,,,,,,,,4,"Pune, Maharashtra, India",IN,IN16,70178.0,18.5333,73.8667,-2108361,20200101044500,https://punemirror.indiatimes.com/pune/cover-story/pmc-threatens-to-seize-house-of-ex-i-t-comm-who-refuses-to-pay-water-charges/articleshow/73051107.cms,pmc threatens to seize house of ex i t comm who refuses to pay water charges
1,33280,896089642,19200101,192001,1920,1920.0027,COP,POLICEMAN,,,,,,COP,,,EDU,STUDENT,,,,,,EDU,,,1,51, Praise or endorse,51,5,1,3.4,3,1,3,0.7092198581560201,4,"Mirzapur, Uttar Pradesh, India",IN,IN36,17924.0,27.2494,79.3139,10451923,4,"Mirzapur, Uttar Pradesh, India",IN,IN36,17924,27.2494,79.3139,10451923,4,"Mirzapur, Uttar Pradesh, India",IN,IN36,17924.0,27.2494,79.3139,10451923,20200101070000,https://www.mid-day.com/articles/mentalhood-tandav-the-family-man-2-breathe-2-small-screen-big-ideas/22360115,mentalhood tandav the family man 2 breathe 2 small screen big ideas
2,34788,896095544,19200101,192001,1920,1920.0027,COP,POLICE,,,,,,COP,,,CVL,CITIZEN,,,,,,CVL,,,1,51, Praise or endorse,51,5,1,3.4,2,1,2,2.9702970297029703,4,"Nagpur, Maharashtra, India",IN,IN16,17784.0,21.15,79.1,-2105396,4,"Nagpur, Maharashtra, India",IN,IN16,17784,21.15,79.1,-2105396,4,"Nagpur, Maharashtra, India",IN,IN16,17784.0,21.15,79.1,-2105396,20200101081500,https://www.nagpurtoday.in/in-pic-nagpur-police-extend-new-years-greeting-to-citizens/01011228,in pic nagpur police extend new years greeting to citizens
3,35500,896092971,19200101,192001,1920,1920.0027,COP,POLICE,,,,,,COP,,,CRM,DEALER,,,,,,CRM,,,1,10," Make statement, not specified below",10,1,1,0.0,4,1,4,4.6242774566473885,4,"Pune, Maharashtra, India",IN,IN16,70178.0,18.5333,73.8667,-2108361,4,"Pune, Maharashtra, India",IN,IN16,70178,18.5333,73.8667,-2108361,4,"Pune, Maharashtra, India",IN,IN16,70178.0,18.5333,73.8667,-2108361,20200101074500,https://www.timesnownews.com/the-buzz/article/man-asks-for-some-drugs-in-exchange-for-dealers-hideout-information-pune-polices-witty-reply-wins-twitter/534326,man asks for some drugs in exchange for dealers hideout information pune polices witty reply wins twitter
4,47722,896113974,19200101,192001,1920,1920.0027,HLH,NURSE,,,,,,HLH,,,IND,DELHI,IND,,,,,,,,1,40," Consult, not specified below",40,4,1,1.0,2,1,2,-4.0688575899843595,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200101114500,https://medicaldialogues.in/icmr-aiims-emergency-mobile-service-initiative-sees-expansion/,icmr aiims emergency mobile service initiative sees expansion
5,52207,896121182,19200101,192001,1920,1920.0027,IND,DELHI,IND,,,,,,,,COP,POLICE,,,,,,COP,,,1,16, Make empathetic comment,16,1,1,-2.0,12,2,12,-13.53391959799,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200101130000,https://www.aninews.in/news/national/general-news/delhi-hc-dismisses-plea-seeking-fir-registration-against-ukhand-police-official-under-charges-of-sexual-assault20200101173433/,delhi hc dismisses plea seeking fir registration against ukhand police official under charges of sexual assault20200101173433
6,53122,896119666,19200101,192001,1920,1920.0027,IND,DELHI,IND,,,,,,,,,,,,,,,,,,1,110," Disapprove, not specified below",110,11,3,-2.0,8,1,8,-13.0982367758186,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200101124500,https://www.sify.com/news/delhi-hc-dismisses-plea-seeking-fir-registration-against-u-khand-police-official-under-charges-of-sexual-assault-news-national-ubbrGedgegggi.html,delhi hc dismisses plea seeking fir registration against u khand police official under charges of sexual assault news national ubbrGedgegggi
7,69637,896147954,19200101,192001,1920,1920.0027,EDUEDU,SCHOOL,,,,,,EDU,EDU,,EDU,SCHOOL,,,,,,EDU,,,0,180," Use unconventional violence, not specified below",180,18,4,-9.0,4,1,4,-6.10687022900764,4,"Mumbai, Maharashtra, India",IN,IN16,70184.0,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,70184.0,18.975,72.8258,-2092174,20200101174500,https://www.timesnownews.com/mirror-now/crime/article/man-produced-before-court-in-bandra-for-inserting-candle-in-domestic-helps-private-part/534562,man produced before court in bandra for inserting candle in domestic helps private part
8,75537,896158009,19200101,192001,1920,1920.0027,COP,POLICE,,,,,,COP,,,OPP,PROTESTER,,,,,,OPP,,,1,190," Use conventional military force, not specified below",190,19,4,-10.0,10,1,10,-7.63765541740675,5,"Uttar Pradesh, Uttar Pradesh, India",IN,IN36,17938.0,27.25,80.75,-2113996,5,"Uttar Pradesh, Uttar Pradesh, India",IN,IN36,17938,27.25,80.75,-2113996,5,"Uttar Pradesh, Uttar Pradesh, India",IN,IN36,17938.0,27.25,80.75,-2113996,20200101194500,https://www.hindustantimes.com/india-news/entrenched-biases-and-poor-training-may-explain-alleged-police-excesses/story-oqLiBxcNBGGXZ3OFtJ95hP.html,entrenched biases and poor training may explain alleged police excesses
9,75712,896158184,19200101,192001,1920,1920.0027,HLH,DOCTOR,,,,,,HLH,,,,,,,,,,,,,1,130," Threaten, not specified below",130,13,3,-4.4,10,1,10,-1.03359173126615,4,"Hyderabad, Andhra Pradesh, India",IN,IN02,17564.0,17.3753,78.4744,-2097701,0,,,,,,,,4,"Hyderabad, Andhra Pradesh, India",IN,IN02,17564.0,17.3753,78.4744,-2097701,20200101194500,https://www.thehindu.com/news/cities/Hyderabad/a-mothers-plea-to-save-her-sons-life/article30454289.ece,a mothers plea to save her sons life
